group,variable,value
A,v40,38
B,v40,42
C,v40,23
D,v40,58
E,v40,36
F,v40,23
G,v40,20
H,v40,30
I,v40,31
J,v40,37
A,v39,26
B,v39,28
C,v39,26
D,v39,24
E,v39,27
F,v39,32
G,v39,18
H,v39,24
I,v39,39
J,v39,19
A,v38,28
B,v38,24
C,v38,25
D,v38,50
E,v38,30
F,v38,28
G,v38,33
H,v38,30
I,v38,31
J,v38,27
A,v37,33
B,v37,18
C,v37,29
D,v37,29
E,v37,18
F,v37,38
G,v37,23
H,v37,33
I,v37,27
J,v37,28
A,v36,38
B,v36,27
C,v36,35
D,v36,26
E,v36,32
F,v36,51
G,v36,27
H,v36,50
I,v36,35
J,v36,20
A,v35,33
B,v35,76
C,v35,33
D,v35,19
E,v35,37
F,v35,44
G,v35,23
H,v35,53
I,v35,36
J,v35,34
A,v34,28
B,v34,25
C,v34,31
D,v34,19
E,v34,24
F,v34,36
G,v34,32
H,v34,46
I,v34,44
J,v34,72
A,v33,27
B,v33,27
C,v33,38
D,v33,23
E,v33,32
F,v33,35
G,v33,34
H,v33,24
I,v33,19
J,v33,36
A,v32,18
B,v32,25
C,v32,18
D,v32,23
E,v32,38
F,v32,28
G,v32,25
H,v32,39
I,v32,22
J,v32,56
A,v31,42
B,v31,53
C,v31,33
D,v31,37
E,v31,30
F,v31,36
G,v31,29
H,v31,22
I,v31,25
J,v31,20
A,v30,24
B,v30,30
C,v30,21
D,v30,28
E,v30,28
F,v30,36
G,v30,28
H,v30,21
I,v30,22
J,v30,38
A,v29,15
B,v29,68
C,v29,48
D,v29,27
E,v29,33
F,v29,23
G,v29,38
H,v29,24
I,v29,135
J,v29,18
A,v28,30
B,v28,18
C,v28,21
D,v28,24
E,v28,29
F,v28,34
G,v28,41
H,v28,46
I,v28,33
J,v28,27
A,v27,96
B,v27,31
C,v27,29
D,v27,18
E,v27,21
F,v27,33
G,v27,16
H,v27,24
I,v27,21
J,v27,24
