group,variable,value
A,v40,64
B,v40,32
C,v40,32
D,v40,34
E,v40,36
F,v40,19
G,v40,34
H,v40,29
I,v40,31
J,v40,59
A,v39,78
B,v39,20
C,v39,24
D,v39,29
E,v39,32
F,v39,28
G,v39,18
H,v39,37
I,v39,39
J,v39,21
A,v38,36
B,v38,31
C,v38,48
D,v38,44
E,v38,41
F,v38,21
G,v38,24
H,v38,43
I,v38,30
J,v38,43
A,v37,100
B,v37,86
C,v37,39
D,v37,65
E,v37,46
F,v37,32
G,v37,26
H,v37,40
I,v37,51
J,v37,22
A,v36,46
B,v36,20
C,v36,41
D,v36,69
E,v36,20
F,v36,31
G,v36,31
H,v36,20
I,v36,23
J,v36,36
A,v35,26
B,v35,38
C,v35,24
D,v35,24
E,v35,18
F,v35,29
G,v35,34
H,v35,21
I,v35,42
J,v35,31
A,v34,31
B,v34,31
C,v34,21
D,v34,22
E,v34,28
F,v34,19
G,v34,53
H,v34,18
I,v34,20
J,v34,37
A,v33,38
B,v33,23
C,v33,78
D,v33,39
E,v33,45
F,v33,36
G,v33,46
H,v33,46
I,v33,79
J,v33,64
A,v32,27
B,v32,46
C,v32,31
D,v32,38
E,v32,19
F,v32,23
G,v32,32
H,v32,30
I,v32,30
J,v32,41
A,v31,22
B,v31,27
C,v31,30
D,v31,30
E,v31,30
F,v31,26
G,v31,22
H,v31,65
I,v31,18
J,v31,30
A,v30,30
B,v30,31
C,v30,37
D,v30,26
E,v30,24
F,v30,17
G,v30,25
H,v30,16
