group,variable,value
A,v40,32
B,v40,30
C,v40,39
D,v40,22
E,v40,44
F,v40,28
G,v40,96
H,v40,93
I,v40,22
J,v40,29
A,v39,26
B,v39,28
C,v39,18
D,v39,26
E,v39,36
F,v39,21
G,v39,28
H,v39,17
I,v39,39
J,v39,38
A,v38,27
B,v38,23
C,v38,39
D,v38,32
E,v38,30
F,v38,17
G,v38,19
H,v38,33
I,v38,34
J,v38,23
A,v37,65
B,v37,22
C,v37,37
D,v37,26
E,v37,28
F,v37,43
G,v37,58
H,v37,30
I,v37,27
J,v37,47
A,v36,37
B,v36,34
C,v36,30
D,v36,38
E,v36,29
F,v36,37
G,v36,32
H,v36,26
I,v36,98
J,v36,52
A,v35,37
B,v35,32
C,v35,27
D,v35,33
E,v35,64
F,v35,29
G,v35,27
H,v35,64
I,v35,36
J,v35,54
A,v34,27
B,v34,33
C,v34,34
D,v34,50
E,v34,30
F,v34,18
G,v34,34
H,v34,29
I,v34,25
J,v34,48
A,v33,38
B,v33,34
C,v33,22
D,v33,43
E,v33,39
F,v33,24
G,v33,18
H,v33,31
I,v33,19
J,v33,24
A,v32,26
B,v32,33
C,v32,27
D,v32,36
E,v32,22
F,v32,30
G,v32,25
H,v32,31
I,v32,68
J,v32,26
A,v31,21
B,v31,32
C,v31,18
