group,variable,value
A,v40,24
B,v40,20
C,v40,66
D,v40,155
E,v40,26
F,v40,22
G,v40,23
H,v40,51
I,v40,33
J,v40,80
A,v39,31
B,v39,45
C,v39,32
D,v39,48
E,v39,48
F,v39,67
G,v39,22
H,v39,143
I,v39,30
J,v39,54
A,v38,35
B,v38,44
C,v38,50
D,v38,40
E,v38,41
F,v38,36
G,v38,27
H,v38,29
I,v38,55
J,v38,33
A,v37,36
B,v37,120
C,v37,59
D,v37,29
E,v37,33
F,v37,27
G,v37,31
H,v37,39
I,v37,22
J,v37,18
A,v36,27
B,v36,44
C,v36,16
D,v36,34
E,v36,34
F,v36,20
G,v36,49
H,v36,36
I,v36,30
J,v36,34
A,v35,22
B,v35,30
C,v35,50
D,v35,29
E,v35,36
F,v35,20
G,v35,23
H,v35,23
I,v35,21
J,v35,20
A,v34,19
B,v34,27
C,v34,26
D,v34,26
E,v34,24
F,v34,27
G,v34,29
H,v34,35
I,v34,47
J,v34,40
A,v33,50
B,v33,26
C,v33,48
D,v33,26
E,v33,30
F,v33,36
G,v33,31
H,v33,34
I,v33,33
J,v33,27
A,v32,29
B,v32,23
C,v32,30
D,v32,30
E,v32,33
F,v32,30
G,v32,86
H,v32,42
I,v32,21
J,v32,35
A,v31,33
B,v31,32
C,v31,20
D,v31,22
E,v31,28
F,v31,20
G,v31,21
H,v31,20
I,v31,25
J,v31,25
A,v30,32
B,v30,22
C,v30,31
D,v30,30
