group,variable,value
A,v40,27
B,v40,38
C,v40,21
D,v40,37
E,v40,18
F,v40,20
G,v40,22
H,v40,19
I,v40,24
J,v40,31
A,v39,30
B,v39,24
C,v39,30
D,v39,31
E,v39,25
F,v39,17
G,v39,30
H,v39,58
I,v39,29
J,v39,39
A,v38,48
B,v38,21
C,v38,26
D,v38,18
E,v38,29
F,v38,21
G,v38,23
H,v38,25
I,v38,33
J,v38,37
A,v37,29
B,v37,23
C,v37,25
D,v37,16
E,v37,27
F,v37,124
G,v37,40
H,v37,27
I,v37,21
J,v37,22
A,v36,25
B,v36,23
C,v36,22
D,v36,26
E,v36,16
F,v36,21
G,v36,21
H,v36,25
I,v36,18
J,v36,50
A,v35,51
B,v35,36
C,v35,29
D,v35,19
E,v35,25
F,v35,42
G,v35,23
H,v35,26
I,v35,26
J,v35,40
A,v34,29
B,v34,49
C,v34,29
D,v34,34
E,v34,28
F,v34,25
G,v34,36
H,v34,39
I,v34,28
J,v34,37
A,v33,20
B,v33,23
C,v33,74
D,v33,28
E,v33,29
F,v33,24
G,v33,68
H,v33,45
I,v33,27
J,v33,39
A,v32,23
B,v32,53
C,v32,25
D,v32,26
E,v32,32
F,v32,31
G,v32,37
H,v32,34
I,v32,35
J,v32,25
A,v31,16
B,v31,19
C,v31,43
D,v31,28
E,v31,30
F,v31,37
G,v31,39
H,v31,39
I,v31,22
J,v31,34
A,v30,19
B,v30,32
C,v30,29
D,v30,52
E,v30,29
F,v30,68
G,v30,32
H,v30,30
I,v30,19
J,v30,24
A,v29,33
B,v29,35
C,v29,29
D,v29,26
E,v29,29
F,v29,16
G,v29,34
H,v29,30
