group,variable,value
A,v40,30
B,v40,28
C,v40,22
D,v40,26
E,v40,32
F,v40,24
G,v40,34
H,v40,35
I,v40,42
J,v40,36
A,v39,42
B,v39,51
C,v39,41
D,v39,57
E,v39,20
F,v39,24
G,v39,26
H,v39,19
I,v39,28
J,v39,24
A,v38,32
B,v38,21
C,v38,21
D,v38,24
E,v38,31
F,v38,33
G,v38,21
H,v38,21
I,v38,22
J,v38,20
A,v37,52
B,v37,29
C,v37,37
D,v37,45
E,v37,32
F,v37,34
G,v37,20
H,v37,22
I,v37,32
J,v37,42
A,v36,27
B,v36,24
C,v36,37
D,v36,36
E,v36,28
F,v36,30
G,v36,24
H,v36,36
I,v36,28
J,v36,34
A,v35,19
B,v35,28
C,v35,45
D,v35,21
E,v35,26
F,v35,35
G,v35,26
H,v35,27
I,v35,32
J,v35,38
A,v34,67
B,v34,16
C,v34,29
D,v34,21
E,v34,24
F,v34,37
G,v34,17
H,v34,24
I,v34,28
J,v34,18
A,v33,25
B,v33,24
C,v33,21
D,v33,40
E,v33,33
F,v33,22
G,v33,60
H,v33,38
I,v33,35
J,v33,20
A,v32,25
B,v32,26
C,v32,20
D,v32,30
E,v32,34
F,v32,20
G,v32,20
H,v32,23
I,v32,31
J,v32,27
A,v31,18
B,v31,33
C,v31,22
D,v31,28
E,v31,18
F,v31,27
G,v31,28
H,v31,36
I,v31,42
J,v31,80
A,v30,35
B,v30,30
C,v30,23
D,v30,24
E,v30,26
F,v30,42
G,v30,20
H,v30,26
I,v30,24
J,v30,20
A,v29,23
B,v29,45
