group,variable,value
A,v40,46
B,v40,39
C,v40,26
D,v40,34
E,v40,27
F,v40,29
G,v40,31
H,v40,74
I,v40,50
J,v40,76
A,v39,33
B,v39,28
C,v39,35
D,v39,21
E,v39,32
F,v39,24
G,v39,26
H,v39,21
I,v39,32
J,v39,46
A,v38,20
B,v38,34
C,v38,45
D,v38,46
E,v38,78
F,v38,20
G,v38,29
H,v38,54
I,v38,33
J,v38,36
A,v37,26
B,v37,20
C,v37,30
D,v37,26
E,v37,31
F,v37,46
G,v37,16
H,v37,23
I,v37,19
J,v37,28
A,v36,19
B,v36,26
C,v36,22
D,v36,53
E,v36,29
F,v36,43
G,v36,53
H,v36,40
I,v36,96
J,v36,75
A,v35,21
B,v35,20
C,v35,21
D,v35,28
E,v35,29
F,v35,18
G,v35,23
H,v35,28
I,v35,32
J,v35,27
A,v34,19
B,v34,78
C,v34,25
D,v34,27
E,v34,20
F,v34,26
G,v34,32
H,v34,32
I,v34,41
J,v34,27
A,v33,24
B,v33,40
C,v33,17
D,v33,28
E,v33,16
F,v33,21
G,v33,24
H,v33,24
I,v33,32
J,v33,32
A,v32,23
B,v32,25
C,v32,44
D,v32,25
E,v32,47
F,v32,31
G,v32,44
H,v32,44
I,v32,49
J,v32,38
A,v31,28
B,v31,22
C,v31,78
D,v31,21
E,v31,22
F,v31,27
G,v31,23
H,v31,24
I,v31,25
J,v31,26
A,v30,33
B,v30,23
C,v30,24
D,v30,29
E,v30,22
F,v30,42
G,v30,26
H,v30,29
