group,variable,value
A,v40,31
B,v40,35
C,v40,21
D,v40,21
E,v40,23
F,v40,30
G,v40,34
H,v40,38
I,v40,26
J,v40,32
A,v39,53
B,v39,46
C,v39,53
D,v39,33
E,v39,43
F,v39,18
G,v39,40
H,v39,58
I,v39,37
J,v39,144
A,v38,15
B,v38,31
C,v38,38
D,v38,36
E,v38,23
F,v38,33
G,v38,19
H,v38,27
I,v38,27
J,v38,27
A,v37,49
B,v37,35
C,v37,20
D,v37,54
E,v37,26
F,v37,34
G,v37,29
H,v37,37
I,v37,34
J,v37,48
A,v36,19
B,v36,80
C,v36,23
D,v36,32
E,v36,21
F,v36,53
G,v36,28
H,v36,25
I,v36,27
J,v36,40
A,v35,31
B,v35,53
C,v35,48
D,v35,48
E,v35,34
F,v35,32
G,v35,34
H,v35,28
I,v35,35
J,v35,26
A,v34,33
B,v34,32
C,v34,41
D,v34,22
E,v34,71
F,v34,41
G,v34,33
H,v34,28
I,v34,46
J,v34,26
A,v33,24
B,v33,27
C,v33,25
D,v33,28
E,v33,29
F,v33,36
G,v33,50
H,v33,53
I,v33,32
J,v33,34
A,v32,29
B,v32,71
C,v32,29
D,v32,28
E,v32,34
F,v32,23
G,v32,33
H,v32,40
I,v32,18
J,v32,63
A,v31,20
B,v31,56
C,v31,22
D,v31,28
E,v31,20
F,v31,37
G,v31,43
H,v31,26
I,v31,16
J,v31,24
A,v30,33
B,v30,47
C,v30,25
D,v30,32
E,v30,32
F,v30,33
G,v30,23
H,v30,29
I,v30,27
J,v30,44
A,v29,19
B,v29,30
C,v29,55
D,v29,57
