group,variable,value
A,v40,53
B,v40,34
C,v40,28
D,v40,33
E,v40,32
F,v40,38
G,v40,30
H,v40,72
I,v40,32
J,v40,55
A,v39,35
B,v39,37
C,v39,53
D,v39,167
E,v39,34
F,v39,34
G,v39,27
H,v39,21
I,v39,23
J,v39,63
A,v38,62
B,v38,35
C,v38,36
D,v38,29
E,v38,41
F,v38,43
G,v38,25
H,v38,26
I,v38,34
J,v38,24
A,v37,32
B,v37,23
C,v37,35
D,v37,38
E,v37,27
F,v37,37
G,v37,75
H,v37,50
I,v37,14
J,v37,32
A,v36,40
B,v36,22
C,v36,39
D,v36,27
E,v36,21
F,v36,22
G,v36,30
H,v36,38
I,v36,61
J,v36,35
A,v35,34
B,v35,27
C,v35,21
D,v35,28
E,v35,40
F,v35,54
G,v35,31
H,v35,34
I,v35,42
J,v35,29
A,v34,38
B,v34,24
C,v34,31
D,v34,38
E,v34,29
F,v34,24
G,v34,28
H,v34,46
I,v34,51
J,v34,20
A,v33,24
B,v33,42
C,v33,33
D,v33,19
E,v33,42
F,v33,37
G,v33,17
H,v33,43
I,v33,27
J,v33,33
A,v32,34
B,v32,29
C,v32,22
D,v32,15
E,v32,42
F,v32,33
G,v32,26
H,v32,36
I,v32,26
J,v32,19
A,v31,23
B,v31,27
C,v31,26
D,v31,40
E,v31,22
F,v31,18
