group,variable,value
A,v40,26
B,v40,27
C,v40,34
D,v40,31
E,v40,29
F,v40,29
G,v40,18
H,v40,18
I,v40,32
J,v40,31
A,v39,34
B,v39,27
C,v39,73
D,v39,36
E,v39,127
F,v39,42
G,v39,70
H,v39,31
I,v39,28
J,v39,24
A,v38,22
B,v38,32
C,v38,32
D,v38,24
E,v38,40
F,v38,31
G,v38,23
H,v38,27
I,v38,24
J,v38,48
A,v37,34
B,v37,21
C,v37,54
D,v37,25
E,v37,32
F,v37,23
G,v37,25
H,v37,28
I,v37,23
J,v37,29
A,v36,28
B,v36,25
C,v36,24
D,v36,34
E,v36,28
F,v36,24
G,v36,23
H,v36,26
I,v36,21
J,v36,29
A,v35,54
B,v35,32
C,v35,74
D,v35,22
E,v35,24
F,v35,24
G,v35,34
H,v35,28
I,v35,34
J,v35,39
A,v34,20
B,v34,32
C,v34,133
D,v34,23
E,v34,31
F,v34,35
G,v34,28
H,v34,29
I,v34,39
J,v34,40
A,v33,32
B,v33,18
C,v33,32
D,v33,26
E,v33,52
F,v33,22
G,v33,52
H,v33,37
I,v33,82
J,v33,60
A,v32,51
B,v32,38
C,v32,61
D,v32,28
E,v32,28
F,v32,31
G,v32,30
H,v32,24
I,v32,42
J,v32,60
A,v31,17
B,v31,43
C,v31,97
D,v31,22
E,v31,38
F,v31,62
G,v31,34
H,v31,52
I,v31,31
J,v31,66
A,v30,79
B,v30,46
C,v30,49
D,v30,48
E,v30,84
F,v30,44
G,v30,66
H,v30,40
I,v30,28
J,v30,56
A,v29,29
B,v29,55
C,v29,29
D,v29,20
E,v29,24
F,v29,53
G,v29,27
H,v29,48
I,v29,32
J,v29,42
A,v28,28
B,v28,28
C,v28,33
D,v28,41
E,v28,29
F,v28,41
G,v28,25
H,v28,50
I,v28,23
J,v28,26
A,v27,24
B,v27,33
C,v27,138
