group,variable,value
A,v40,30
B,v40,27
C,v40,28
D,v40,38
E,v40,32
F,v40,20
G,v40,30
H,v40,36
I,v40,70
J,v40,25
A,v39,52
B,v39,36
C,v39,24
D,v39,20
E,v39,26
F,v39,23
G,v39,82
H,v39,22
I,v39,33
J,v39,32
A,v38,18
B,v38,40
C,v38,67
D,v38,23
E,v38,44
F,v38,19
G,v38,37
H,v38,29
I,v38,54
J,v38,39
A,v37,40
B,v37,46
C,v37,31
D,v37,30
E,v37,35
F,v37,19
G,v37,32
H,v37,32
I,v37,18
J,v37,35
A,v36,19
B,v36,12
C,v36,49
D,v36,20
E,v36,38
F,v36,27
G,v36,25
H,v36,20
I,v36,25
J,v36,24
A,v35,20
B,v35,19
C,v35,29
D,v35,39
E,v35,25
F,v35,23
G,v35,42
H,v35,33
I,v35,28
J,v35,27
A,v34,27
B,v34,24
C,v34,21
D,v34,22
E,v34,32
F,v34,28
G,v34,29
H,v34,29
I,v34,21
J,v34,26
A,v33,25
B,v33,30
C,v33,118
D,v33,40
E,v33,40
F,v33,42
G,v33,32
H,v33,26
I,v33,32
J,v33,40
A,v32,25
B,v32,50
C,v32,30
D,v32,40
E,v32,119
F,v32,32
G,v32,28
