group,variable,value
A,v40,55
B,v40,21
C,v40,30
D,v40,28
E,v40,22
F,v40,22
G,v40,26
H,v40,22
I,v40,27
J,v40,34
A,v39,54
B,v39,36
C,v39,31
D,v39,71
E,v39,16
F,v39,27
G,v39,38
H,v39,29
I,v39,19
J,v39,21
A,v38,21
B,v38,37
C,v38,40
D,v38,42
E,v38,23
F,v38,19
G,v38,28
H,v38,28
I,v38,29
J,v38,36
A,v37,36
B,v37,45
C,v37,49
D,v37,27
E,v37,28
F,v37,26
G,v37,34
H,v37,28
I,v37,130
J,v37,21
A,v36,23
B,v36,40
C,v36,34
D,v36,36
E,v36,61
F,v36,24
G,v36,22
H,v36,34
I,v36,34
J,v36,18
A,v35,54
B,v35,30
C,v35,36
D,v35,25
E,v35,21
F,v35,31
G,v35,28
H,v35,24
I,v35,147
J,v35,44
A,v34,40
B,v34,24
C,v34,19
D,v34,72
E,v34,33
F,v34,21
G,v34,21
H,v34,39
I,v34,40
J,v34,23
A,v33,27
B,v33,25
C,v33,28
D,v33,19
E,v33,39
F,v33,20
G,v33,24
H,v33,42
I,v33,55
J,v33,26
A,v32,30
B,v32,16
C,v32,22
D,v32,49
E,v32,50
F,v32,20
G,v32,34
H,v32,29
I,v32,31
J,v32,33
A,v31,25
B,v31,29
C,v31,31
D,v31,27
E,v31,28
F,v31,45
G,v31,27
H,v31,26
I,v31,36
J,v31,32
A,v30,31
B,v30,37
C,v30,37
D,v30,53
E,v30,28
F,v30,23
G,v30,37
H,v30,23
I,v30,30
J,v30,18
A,v29,26
B,v29,45
C,v29,42
D,v29,32
E,v29,28
F,v29,49
G,v29,27
H,v29,39
I,v29,20
J,v29,25
A,v28,26
B,v28,20
C,v28,28
D,v28,47
E,v28,22
F,v28,36
G,v28,30
H,v28,22
I,v28,26
J,v28,16
A,v27,29
B,v27,24
C,v27,31
D,v27,25
E,v27,24
F,v27,29
G,v27,27
H,v27,27
I,v27,37
J,v27,23
A,v26,27
B,v26,25
C,v26,36
D,v26,29
E,v26,35
F,v26,62
G,v26,47
H,v26,44
I,v26,32
J,v26,25
A,v25,54
B,v25,53
C,v25,18
D,v25,21
E,v25,17
