group,variable,value
A,v40,42
B,v40,51
C,v40,80
D,v40,18
E,v40,25
F,v40,40
G,v40,20
H,v40,29
I,v40,78
J,v40,28
A,v39,42
B,v39,30
C,v39,38
D,v39,32
E,v39,29
F,v39,31
G,v39,44
H,v39,36
I,v39,41
J,v39,36
A,v38,56
B,v38,32
C,v38,26
D,v38,32
E,v38,20
F,v38,25
G,v38,59
H,v38,38
I,v38,52
J,v38,16
A,v37,20
B,v37,49
C,v37,49
D,v37,31
E,v37,29
F,v37,23
G,v37,25
H,v37,26
I,v37,29
J,v37,31
A,v36,35
B,v36,42
C,v36,89
D,v36,25
E,v36,29
F,v36,24
G,v36,50
H,v36,28
I,v36,24
J,v36,19
A,v35,28
B,v35,24
C,v35,21
D,v35,14
E,v35,26
F,v35,38
G,v35,24
H,v35,32
I,v35,20
J,v35,29
A,v34,23
B,v34,25
C,v34,36
D,v34,50
E,v34,36
F,v34,32
G,v34,50
H,v34,24
I,v34,21
J,v34,36
A,v33,40
B,v33,30
C,v33,27
D,v33,11
E,v33,24
F,v33,25
G,v33,22
H,v33,35
I,v33,17
