group,variable,value
A,v40,33
B,v40,27
C,v40,29
D,v40,36
E,v40,22
F,v40,48
G,v40,37
H,v40,23
I,v40,25
J,v40,23
A,v39,19
B,v39,18
C,v39,17
D,v39,20
E,v39,22
F,v39,21
G,v39,22
H,v39,20
I,v39,26
J,v39,32
A,v38,28
B,v38,19
C,v38,26
D,v38,19
E,v38,33
F,v38,27
G,v38,45
H,v38,31
I,v38,18
J,v38,35
A,v37,28
B,v37,32
C,v37,22
D,v37,24
E,v37,33
F,v37,25
G,v37,41
H,v37,24
I,v37,18
J,v37,33
A,v36,33
B,v36,35
C,v36,26
D,v36,20
E,v36,27
F,v36,20
G,v36,25
H,v36,32
I,v36,0
J,v36,48
A,v35,26
B,v35,22
C,v35,32
D,v35,74
E,v35,30
F,v35,56
G,v35,50
H,v35,20
I,v35,22
J,v35,33
A,v34,26
B,v34,31
C,v34,21
D,v34,26
E,v34,24
F,v34,40
G,v34,19
H,v34,26
I,v34,42
J,v34,31
A,v33,17
B,v33,22
C,v33,26
D,v33,27
E,v33,41
F,v33,29
G,v33,20
H,v33,22
I,v33,37
J,v33,18
A,v32,15
B,v32,52
C,v32,52
D,v32,32
E,v32,27
F,v32,35
G,v32,64
H,v32,27
I,v32,33
J,v32,66
A,v31,44
B,v31,26
C,v31,32
D,v31,38
E,v31,53
F,v31,33
G,v31,29
H,v31,34
I,v31,53
J,v31,52
A,v30,42
B,v30,36
C,v30,56
D,v30,34
E,v30,25
F,v30,41
G,v30,35
H,v30,68
I,v30,32
J,v30,34
A,v29,74
B,v29,28
C,v29,44
D,v29,24
E,v29,36
F,v29,40
G,v29,21
H,v29,32
I,v29,48
J,v29,22
A,v28,28
B,v28,51
C,v28,24
D,v28,33
E,v28,55
F,v28,52
G,v28,23
H,v28,76
I,v28,17
J,v28,22
A,v27,52
B,v27,18
C,v27,29
D,v27,21
E,v27,14
F,v27,43
G,v27,33
H,v27,20
I,v27,34
J,v27,51
A,v26,22
B,v26,21
C,v26,39
D,v26,25
E,v26,19
F,v26,26
G,v26,24
H,v26,48
I,v26,19
J,v26,23
A,v25,33
B,v25,19
C,v25,31
D,v25,22
E,v25,24
F,v25,25
