group,variable,value
A,v40,33
B,v40,24
C,v40,23
D,v40,22
E,v40,24
F,v40,23
G,v40,27
H,v40,22
I,v40,23
J,v40,24
A,v39,26
B,v39,29
C,v39,37
D,v39,20
E,v39,34
F,v39,42
G,v39,32
H,v39,31
I,v39,28
J,v39,29
A,v38,21
B,v38,49
C,v38,20
D,v38,22
E,v38,20
F,v38,22
G,v38,20
H,v38,27
I,v38,34
J,v38,50
A,v37,48
B,v37,76
C,v37,20
D,v37,16
E,v37,28
F,v37,24
G,v37,43
H,v37,20
I,v37,21
J,v37,24
A,v36,25
B,v36,23
C,v36,21
D,v36,50
E,v36,24
F,v36,30
G,v36,34
H,v36,19
I,v36,22
J,v36,37
A,v35,40
B,v35,38
C,v35,17
D,v35,34
E,v35,27
F,v35,28
G,v35,19
H,v35,38
I,v35,34
J,v35,21
A,v34,22
B,v34,25
C,v34,29
D,v34,28
E,v34,22
F,v34,16
G,v34,42
H,v34,45
I,v34,21
J,v34,23
A,v33,48
B,v33,29
C,v33,42
D,v33,38
E,v33,30
F,v33,40
G,v33,48
H,v33,82
I,v33,30
J,v33,38
A,v32,18
B,v32,28
C,v32,23
D,v32,31
E,v32,23
F,v32,40
G,v32,31
H,v32,79
I,v32,42
J,v32,28
A,v31,34
B,v31,38
C,v31,76
D,v31,31
E,v31,27
F,v31,42
G,v31,27
H,v31,40
I,v31,32
J,v31,44
A,v30,35
B,v30,56
C,v30,30
D,v30,10
E,v30,20
F,v30,21
G,v30,32
H,v30,29
I,v30,43
J,v30,30
A,v29,45
B,v29,21
