group,variable,value
A,v40,40
B,v40,24
C,v40,35
D,v40,15
E,v40,19
F,v40,26
G,v40,30
H,v40,25
I,v40,30
J,v40,84
A,v39,27
B,v39,22
C,v39,25
D,v39,29
E,v39,35
F,v39,35
G,v39,26
H,v39,42
I,v39,34
J,v39,16
A,v38,32
B,v38,31
C,v38,24
D,v38,25
E,v38,29
F,v38,53
G,v38,25
H,v38,30
I,v38,41
J,v38,158
A,v37,78
B,v37,20
C,v37,32
D,v37,40
E,v37,78
F,v37,38
G,v37,10
H,v37,35
I,v37,36
J,v37,23
A,v36,28
B,v36,31
C,v36,34
D,v36,22
E,v36,22
F,v36,24
G,v36,58
H,v36,92
I,v36,50
J,v36,52
A,v35,27
B,v35,42
C,v35,48
D,v35,39
E,v35,33
F,v35,28
G,v35,31
H,v35,25
I,v35,32
J,v35,46
A,v34,24
B,v34,36
C,v34,19
D,v34,19
E,v34,28
F,v34,74
G,v34,38
H,v34,24
I,v34,42
J,v34,62
A,v33,29
B,v33,24
C,v33,19
D,v33,22
E,v33,42
F,v33,33
G,v33,27
H,v33,35
I,v33,23
J,v33,21
A,v32,24
B,v32,42
C,v32,23
D,v32,32
E,v32,27
F,v32,18
G,v32,28
H,v32,32
I,v32,28
J,v32,18
A,v31,33
B,v31,28
C,v31,34
D,v31,46
E,v31,54
F,v31,31
G,v31,36
H,v31,20
I,v31,21
J,v31,24
A,v30,26
B,v30,30
C,v30,24
D,v30,36
