group,variable,value
A,v40,22
B,v40,19
C,v40,24
D,v40,26
E,v40,19
F,v40,21
G,v40,55
H,v40,38
I,v40,25
J,v40,25
A,v39,32
B,v39,40
C,v39,29
D,v39,21
E,v39,29
F,v39,34
G,v39,36
H,v39,24
I,v39,23
J,v39,24
A,v38,48
B,v38,16
C,v38,21
D,v38,30
E,v38,26
F,v38,22
G,v38,30
H,v38,20
I,v38,21
J,v38,46
A,v37,20
B,v37,26
C,v37,39
D,v37,27
E,v37,85
F,v37,36
G,v37,62
H,v37,25
I,v37,39
J,v37,38
A,v36,31
B,v36,43
C,v36,28
D,v36,40
E,v36,45
F,v36,32
G,v36,82
H,v36,23
I,v36,34
J,v36,28
A,v35,33
B,v35,32
C,v35,27
D,v35,24
E,v35,30
F,v35,27
G,v35,18
H,v35,56
I,v35,36
J,v35,22
A,v34,17
B,v34,34
C,v34,52
D,v34,78
E,v34,24
F,v34,30
G,v34,40
