38
29
33
24
26
51
38
26
44
26
55
18
34
23
27
36
33
45
12
25
28
38
23
15
18
28
43
38
29
24
40
39
36
31
56
23
33
24
22
29
24
34
29
21
25
19
21
19
18
47
33
22
28
22
36
22
48
27
26
34
51
25
30
21
36
47
18
29
42
37
30
18
35
49
44
30
48
23
32
74
21
40
55
29
27
30
47
40
62
24
25
36
45
40
48
68
38
30
18
22
24
39
49
30
26
25
35
33
25
27
18
26
30
40
23
24
25
37
30
20
21
24
32
20
16
19
20
22
28
22
25
