group,variable,value
A,v40,0
B,v40,2
C,v40,1
D,v40,1
E,v40,1
F,v40,1
G,v40,6
H,v40,10
I,v40,0
J,v40,0
A,v39,1
B,v39,0
C,v39,0
D,v39,0
E,v39,1
F,v39,8
G,v39,3
H,v39,4
I,v39,3
J,v39,3
A,v38,7
B,v38,1
C,v38,2
D,v38,4
E,v38,5
F,v38,2
G,v38,2
H,v38,2
I,v38,1
J,v38,1
A,v37,1
B,v37,9
C,v37,7
D,v37,3
E,v37,1
F,v37,0
G,v37,1
H,v37,4
I,v37,1
J,v37,8
A,v36,4
B,v36,1
C,v36,2
D,v36,3
E,v36,3
F,v36,2
G,v36,0
H,v36,0
I,v36,4
J,v36,1
A,v35,1
B,v35,1
C,v35,0
D,v35,3
E,v35,1
F,v35,2
G,v35,6
H,v35,1
I,v35,3
J,v35,1
A,v34,2
B,v34,2
C,v34,6
D,v34,6
E,v34,9
F,v34,3
G,v34,2
H,v34,0
I,v34,0
J,v34,1
A,v33,0
B,v33,0
C,v33,1
D,v33,1
E,v33,1
F,v33,1
G,v33,6
H,v33,4
I,v33,0
J,v33,0
A,v32,1
B,v32,5
C,v32,2
D,v32,1
E,v32,2
F,v32,2
G,v32,1
H,v32,1
I,v32,1
J,v32,1
A,v31,1
B,v31,2
C,v31,0
D,v31,1
E,v31,3
F,v31,0
G,v31,0
H,v31,0
I,v31,0
J,v31,1
A,v30,1
B,v30,4
C,v30,1
D,v30,3
E,v30,1
F,v30,2
G,v30,2
H,v30,2
