group,variable,value
A,v40,3
B,v40,3
C,v40,1
D,v40,6
E,v40,8
F,v40,7
G,v40,5
H,v40,2
I,v40,1
J,v40,3
A,v39,3
B,v39,2
C,v39,2
D,v39,3
E,v39,1
F,v39,1
G,v39,2
H,v39,3
I,v39,4
J,v39,3
A,v38,8
B,v38,2
C,v38,0
D,v38,1
E,v38,2
F,v38,3
G,v38,0
H,v38,4
I,v38,2
J,v38,3
A,v37,2
B,v37,2
C,v37,0
D,v37,1
E,v37,1
F,v37,2
G,v37,0
H,v37,4
I,v37,0
J,v37,1
A,v36,0
B,v36,2
C,v36,4
D,v36,0
E,v36,1
F,v36,1
G,v36,4
H,v36,1
I,v36,1
J,v36,0
A,v35,0
B,v35,0
C,v35,7
D,v35,5
E,v35,4
F,v35,5
G,v35,0
H,v35,4
I,v35,1
J,v35,4
A,v34,0
B,v34,2
C,v34,3
D,v34,0
E,v34,0
F,v34,0
G,v34,1
H,v34,5
I,v34,3
J,v34,1
A,v33,2
B,v33,0
C,v33,2
D,v33,6
E,v33,3
F,v33,1
G,v33,5
H,v33,1
I,v33,3
J,v33,7
A,v32,5
B,v32,1
C,v32,2
D,v32,3
E,v32,2
F,v32,5
G,v32,1
H,v32,3
I,v32,1
J,v32,2
A,v31,2
B,v31,4
C,v31,1
D,v31,2
E,v31,6
F,v31,5
G,v31,3
H,v31,5
I,v31,9
J,v31,3
A,v30,4
B,v30,2
C,v30,6
D,v30,2
E,v30,1
F,v30,4
G,v30,4
H,v30,3
I,v30,1
J,v30,4
A,v29,0
B,v29,1
C,v29,0
D,v29,1
E,v29,3
F,v29,1
G,v29,1
H,v29,3
I,v29,2
J,v29,4
A,v28,3
B,v28,6
C,v28,2
D,v28,4
E,v28,9
F,v28,2
G,v28,3
H,v28,3
I,v28,0
J,v28,0
A,v27,3
B,v27,2
C,v27,3
D,v27,2
E,v27,0
F,v27,0
G,v27,1
H,v27,2
I,v27,2
J,v27,4
A,v26,6
B,v26,12
C,v26,3
D,v26,3
E,v26,1
F,v26,0
G,v26,2
H,v26,0
I,v26,1
