group,variable,value
A,v40,1
B,v40,0
C,v40,0
D,v40,1
E,v40,1
F,v40,0
G,v40,1
H,v40,0
I,v40,0
J,v40,0
A,v39,0
B,v39,0
C,v39,1
D,v39,0
E,v39,0
F,v39,0
G,v39,2
H,v39,2
I,v39,3
J,v39,0
A,v38,0
B,v38,1
C,v38,10
D,v38,9
E,v38,2
F,v38,0
G,v38,1
H,v38,0
I,v38,2
J,v38,1
A,v37,1
B,v37,0
C,v37,2
D,v37,2
E,v37,0
F,v37,0
G,v37,2
H,v37,0
I,v37,1
J,v37,0
A,v36,1
B,v36,2
C,v36,2
D,v36,8
E,v36,0
F,v36,0
G,v36,3
H,v36,2
I,v36,6
J,v36,2
A,v35,1
B,v35,0
C,v35,2
D,v35,0
E,v35,0
F,v35,0
G,v35,6
H,v35,5
I,v35,0
J,v35,0
A,v34,1
B,v34,6
C,v34,2
D,v34,0
E,v34,4
F,v34,3
G,v34,1
H,v34,6
I,v34,4
J,v34,3
A,v33,0
B,v33,1
C,v33,2
D,v33,3
E,v33,3
F,v33,4
G,v33,3
H,v33,0
I,v33,0
J,v33,1
A,v32,1
B,v32,1
C,v32,1
D,v32,1
E,v32,0
F,v32,1
G,v32,3
H,v32,0
I,v32,1
J,v32,0
A,v31,0
B,v31,2
C,v31,3
D,v31,3
E,v31,6
F,v31,3
G,v31,3
H,v31,3
I,v31,0
J,v31,1
A,v30,3
B,v30,1
C,v30,0
D,v30,1
E,v30,2
F,v30,2
G,v30,1
H,v30,0
I,v30,1
J,v30,0
A,v29,1
B,v29,1
C,v29,1
D,v29,4
E,v29,1
F,v29,1
G,v29,0
