group,variable,value
A,v40,0
B,v40,2
C,v40,3
D,v40,1
E,v40,0
F,v40,1
G,v40,0
H,v40,2
I,v40,4
J,v40,0
A,v39,0
B,v39,0
C,v39,0
D,v39,3
E,v39,1
F,v39,3
G,v39,3
H,v39,0
I,v39,2
J,v39,4
A,v38,0
B,v38,2
C,v38,8
D,v38,3
E,v38,7
F,v38,4
G,v38,4
H,v38,3
I,v38,6
J,v38,2
A,v37,4
B,v37,0
C,v37,3
D,v37,1
E,v37,2
F,v37,0
G,v37,0
H,v37,2
I,v37,3
J,v37,1
A,v36,0
B,v36,1
C,v36,0
D,v36,0
E,v36,4
F,v36,3
G,v36,0
H,v36,3
I,v36,3
J,v36,0
A,v35,0
B,v35,0
C,v35,1
D,v35,4
E,v35,1
F,v35,0
G,v35,2
H,v35,0
I,v35,7
J,v35,8
A,v34,3
B,v34,3
C,v34,4
D,v34,1
E,v34,4
F,v34,0
G,v34,0
H,v34,0
I,v34,2
J,v34,3
A,v33,2
B,v33,0
C,v33,3
D,v33,1
E,v33,1
F,v33,2
G,v33,2
H,v33,0
I,v33,3
J,v33,4
A,v32,6
B,v32,6
C,v32,8
D,v32,4
E,v32,3
F,v32,7
G,v32,9
H,v32,4
I,v32,1
J,v32,0
A,v31,3
B,v31,5
C,v31,1
D,v31,1
E,v31,5
F,v31,1
G,v31,3
H,v31,5
I,v31,1
J,v31,3
A,v30,1
B,v30,2
C,v30,0
D,v30,0
E,v30,1
F,v30,0
G,v30,0
H,v30,1
I,v30,0
J,v30,0
A,v29,0
B,v29,1
C,v29,3
D,v29,8
E,v29,7
F,v29,3
