group,variable,value
A,v40,1
B,v40,1
C,v40,1
D,v40,0
E,v40,1
F,v40,2
G,v40,1
H,v40,0
I,v40,0
J,v40,0
A,v39,1
B,v39,1
C,v39,0
D,v39,0
E,v39,1
F,v39,0
G,v39,0
H,v39,0
I,v39,0
J,v39,0
A,v38,0
B,v38,0
C,v38,2
D,v38,0
E,v38,3
F,v38,0
G,v38,0
H,v38,3
I,v38,1
J,v38,4
A,v37,0
B,v37,0
C,v37,0
D,v37,0
E,v37,0
F,v37,2
G,v37,1
H,v37,3
I,v37,1
J,v37,0
A,v36,0
B,v36,0
C,v36,0
D,v36,1
E,v36,0
F,v36,0
G,v36,0
H,v36,2
I,v36,3
J,v36,0
A,v35,1
B,v35,6
C,v35,1
D,v35,1
E,v35,3
F,v35,6
G,v35,2
H,v35,3
I,v35,7
J,v35,7
A,v34,7
B,v34,2
C,v34,2
D,v34,10
E,v34,2
F,v34,6
G,v34,7
H,v34,8
I,v34,6
J,v34,5
A,v33,8
B,v33,5
C,v33,7
D,v33,11
E,v33,14
F,v33,7
G,v33,3
H,v33,4
I,v33,6
J,v33,4
A,v32,7
B,v32,2
C,v32,1
D,v32,4
E,v32,7
F,v32,2
G,v32,1
H,v32,1
