group,variable,value
A,v40,2
B,v40,1
C,v40,2
D,v40,2
E,v40,3
F,v40,4
G,v40,1
H,v40,1
I,v40,0
J,v40,4
A,v39,6
B,v39,3
C,v39,0
D,v39,0
E,v39,0
F,v39,1
G,v39,0
H,v39,3
I,v39,2
J,v39,3
A,v38,0
B,v38,1
C,v38,2
D,v38,6
E,v38,2
F,v38,0
G,v38,1
H,v38,2
I,v38,2
J,v38,0
A,v37,0
B,v37,0
C,v37,1
D,v37,1
E,v37,0
F,v37,0
G,v37,0
H,v37,0
I,v37,0
J,v37,0
A,v36,0
B,v36,0
C,v36,0
D,v36,1
E,v36,0
F,v36,3
G,v36,0
H,v36,0
I,v36,0
J,v36,1
A,v35,2
B,v35,0
C,v35,1
D,v35,1
E,v35,1
F,v35,0
G,v35,1
H,v35,1
I,v35,1
J,v35,0
A,v34,0
B,v34,0
C,v34,3
D,v34,2
E,v34,0
F,v34,2
G,v34,2
H,v34,0
I,v34,4
J,v34,1
A,v33,1
B,v33,1
C,v33,0
D,v33,0
E,v33,1
F,v33,3
G,v33,4
H,v33,0
I,v33,1
J,v33,1
A,v32,1
B,v32,1
C,v32,0
D,v32,2
E,v32,3
F,v32,3
G,v32,3
H,v32,7
I,v32,2
J,v32,6
A,v31,0
B,v31,1
C,v31,3
D,v31,2
E,v31,2
F,v31,1
G,v31,1
H,v31,4
I,v31,0
J,v31,1
A,v30,0
B,v30,0
C,v30,1
D,v30,2
E,v30,0
F,v30,0
G,v30,0
H,v30,10
I,v30,8
J,v30,6
A,v29,3
B,v29,3
C,v29,5
D,v29,1
E,v29,1
F,v29,3
G,v29,5
H,v29,9
I,v29,8
J,v29,3
A,v28,4
B,v28,2
C,v28,1
D,v28,4
E,v28,0
F,v28,2
G,v28,3
