group,variable,value
A,v40,1
B,v40,3
C,v40,3
D,v40,1
E,v40,2
F,v40,1
G,v40,5
H,v40,7
I,v40,3
J,v40,0
A,v39,4
B,v39,1
C,v39,0
D,v39,0
E,v39,0
F,v39,0
G,v39,0
H,v39,0
I,v39,3
J,v39,0
A,v38,4
B,v38,2
C,v38,0
D,v38,1
E,v38,0
F,v38,0
G,v38,8
H,v38,7
I,v38,8
J,v38,1
A,v37,1
B,v37,0
C,v37,1
D,v37,1
E,v37,0
F,v37,3
G,v37,1
H,v37,0
I,v37,2
J,v37,0
A,v36,0
B,v36,1
C,v36,2
D,v36,0
E,v36,3
F,v36,1
G,v36,1
H,v36,5
I,v36,5
J,v36,3
A,v35,0
B,v35,3
C,v35,0
D,v35,4
E,v35,2
F,v35,5
G,v35,0
H,v35,0
I,v35,1
J,v35,1
A,v34,0
B,v34,5
C,v34,4
D,v34,0
E,v34,4
F,v34,0
G,v34,3
H,v34,3
I,v34,2
J,v34,2
A,v33,0
B,v33,1
C,v33,2
D,v33,6
E,v33,4
F,v33,0
G,v33,0
H,v33,2
I,v33,3
J,v33,5
A,v32,1
B,v32,3
C,v32,3
D,v32,1
E,v32,3
F,v32,5
G,v32,2
H,v32,1
I,v32,0
J,v32,3
A,v31,0
B,v31,1
C,v31,1
D,v31,1
E,v31,0
F,v31,0
G,v31,0
H,v31,4
I,v31,0
J,v31,2
A,v30,5
B,v30,0
C,v30,1
D,v30,0
E,v30,0
F,v30,1
G,v30,1
H,v30,0
I,v30,0
J,v30,2
A,v29,2
B,v29,0
C,v29,0
D,v29,0
E,v29,2
F,v29,0
G,v29,0
H,v29,0
I,v29,0
J,v29,0
