group,variable,value
A,v40,1
B,v40,8
C,v40,3
D,v40,1
E,v40,5
F,v40,6
G,v40,2
H,v40,1
I,v40,1
J,v40,3
A,v39,3
B,v39,4
C,v39,0
D,v39,2
E,v39,0
F,v39,0
G,v39,0
H,v39,1
I,v39,1
J,v39,0
A,v38,3
B,v38,7
C,v38,3
D,v38,0
E,v38,1
F,v38,7
G,v38,2
H,v38,10
I,v38,10
J,v38,5
A,v37,1
B,v37,1
C,v37,1
D,v37,0
E,v37,0
F,v37,0
G,v37,1
H,v37,3
I,v37,0
J,v37,5
A,v36,4
B,v36,4
C,v36,5
D,v36,6
E,v36,6
F,v36,4
G,v36,4
H,v36,3
I,v36,5
J,v36,2
A,v35,4
B,v35,3
C,v35,0
D,v35,3
E,v35,2
F,v35,2
G,v35,1
H,v35,0
I,v35,2
J,v35,1
A,v34,1
B,v34,2
C,v34,1
D,v34,0
E,v34,0
F,v34,2
G,v34,0
H,v34,0
I,v34,3
J,v34,2
A,v33,0
B,v33,0
C,v33,0
D,v33,0
E,v33,2
F,v33,2
G,v33,1
H,v33,0
I,v33,5
J,v33,10
A,v32,5
B,v32,5
C,v32,1
D,v32,3
E,v32,9
F,v32,7
G,v32,1
H,v32,5
I,v32,3
J,v32,2
A,v31,1
B,v31,3
C,v31,0
D,v31,0
E,v31,1
F,v31,1
G,v31,1
H,v31,1
I,v31,2
J,v31,0
A,v30,3
B,v30,1
C,v30,0
D,v30,1
E,v30,1
F,v30,0
G,v30,1
H,v30,2
I,v30,1
J,v30,1
A,v29,1
B,v29,0
C,v29,3
D,v29,1
E,v29,6
