group,variable,value
A,v40,3
B,v40,3
C,v40,1
D,v40,0
E,v40,2
F,v40,1
G,v40,3
H,v40,1
I,v40,1
J,v40,3
A,v39,4
B,v39,6
C,v39,1
D,v39,0
E,v39,4
F,v39,10
G,v39,1
H,v39,3
I,v39,0
J,v39,1
A,v38,0
B,v38,2
C,v38,1
D,v38,1
E,v38,0
F,v38,6
G,v38,1
H,v38,1
I,v38,3
J,v38,3
A,v37,0
B,v37,1
C,v37,5
D,v37,3
E,v37,1
F,v37,0
G,v37,3
H,v37,0
I,v37,6
J,v37,1
A,v36,1
B,v36,5
C,v36,0
D,v36,1
E,v36,1
F,v36,1
G,v36,1
H,v36,2
I,v36,2
J,v36,3
A,v35,0
B,v35,0
C,v35,0
D,v35,0
E,v35,1
F,v35,0
G,v35,0
H,v35,0
I,v35,0
J,v35,0
A,v34,6
B,v34,3
C,v34,1
D,v34,3
E,v34,3
F,v34,1
G,v34,2
H,v34,0
I,v34,3
J,v34,3
A,v33,3
B,v33,3
C,v33,4
D,v33,0
E,v33,0
F,v33,0
G,v33,0
H,v33,0
I,v33,1
J,v33,0
A,v32,0
B,v32,1
C,v32,0
D,v32,0
E,v32,2
F,v32,2
G,v32,1
H,v32,1
I,v32,2
J,v32,5
A,v31,1
B,v31,0
C,v31,0
D,v31,0
E,v31,1
F,v31,0
G,v31,2
H,v31,1
I,v31,1
J,v31,0
A,v30,1
B,v30,0
C,v30,1
D,v30,0
E,v30,0
F,v30,2
G,v30,0
H,v30,0
I,v30,3
J,v30,1
A,v29,0
B,v29,0
C,v29,0
D,v29,0
E,v29,1
F,v29,1
