group,variable,value
A,v40,0
B,v40,0
C,v40,1
D,v40,0
E,v40,1
F,v40,2
G,v40,3
H,v40,0
I,v40,1
J,v40,1
A,v39,0
B,v39,2
C,v39,2
D,v39,1
E,v39,0
F,v39,0
G,v39,0
H,v39,1
I,v39,1
J,v39,1
A,v38,1
B,v38,1
C,v38,3
D,v38,2
E,v38,11
F,v38,1
G,v38,0
H,v38,1
I,v38,0
J,v38,1
A,v37,1
B,v37,3
C,v37,0
D,v37,0
E,v37,4
F,v37,0
G,v37,1
H,v37,1
I,v37,3
J,v37,2
A,v36,2
B,v36,3
C,v36,0
D,v36,3
E,v36,5
F,v36,6
G,v36,2
H,v36,0
I,v36,1
J,v36,0
A,v35,1
B,v35,1
C,v35,0
D,v35,1
E,v35,0
F,v35,1
G,v35,0
H,v35,0
I,v35,1
J,v35,0
A,v34,3
B,v34,0
C,v34,1
D,v34,2
E,v34,0
F,v34,6
G,v34,3
H,v34,1
I,v34,0
J,v34,2
A,v33,1
B,v33,1
C,v33,0
D,v33,4
E,v33,0
F,v33,0
G,v33,0
H,v33,6
I,v33,2
J,v33,8
A,v32,15
B,v32,2
C,v32,0
D,v32,0
E,v32,1
F,v32,0
G,v32,0
H,v32,4
I,v32,9
J,v32,13
A,v31,4
B,v31,9
C,v31,11
D,v31,3
E,v31,1
