group,variable,value
A,v40,2
B,v40,1
C,v40,1
D,v40,2
E,v40,7
F,v40,5
G,v40,6
H,v40,4
I,v40,1
J,v40,0
A,v39,2
B,v39,2
C,v39,2
D,v39,1
E,v39,3
F,v39,1
G,v39,3
H,v39,0
I,v39,2
J,v39,0
A,v38,0
B,v38,1
C,v38,1
D,v38,0
E,v38,0
F,v38,1
G,v38,2
H,v38,0
I,v38,1
J,v38,0
A,v37,0
B,v37,0
C,v37,2
D,v37,1
E,v37,1
F,v37,0
G,v37,2
H,v37,1
I,v37,1
J,v37,0
A,v36,0
B,v36,0
C,v36,1
D,v36,0
E,v36,0
F,v36,0
G,v36,0
H,v36,0
I,v36,0
J,v36,0
A,v35,0
B,v35,1
C,v35,2
D,v35,7
E,v35,1
F,v35,0
G,v35,1
H,v35,3
I,v35,2
J,v35,4
A,v34,5
B,v34,6
C,v34,3
D,v34,5
E,v34,9
F,v34,4
G,v34,5
H,v34,1
I,v34,4
J,v34,3
A,v33,6
B,v33,2
C,v33,0
D,v33,1
E,v33,0
F,v33,6
G,v33,0
H,v33,4
I,v33,1
J,v33,3
A,v32,0
B,v32,3
C,v32,0
D,v32,1
E,v32,1
F,v32,1
G,v32,1
H,v32,0
I,v32,1
J,v32,0
A,v31,0
B,v31,2
C,v31,2
D,v31,4
E,v31,3
F,v31,1
G,v31,2
H,v31,10
I,v31,5
J,v31,3
A,v30,1
B,v30,0
