group,variable,value
A,v40,0
B,v40,1
C,v40,2
D,v40,3
E,v40,3
F,v40,3
G,v40,1
H,v40,5
I,v40,5
J,v40,2
A,v39,0
B,v39,0
C,v39,0
D,v39,2
E,v39,0
F,v39,2
G,v39,0
H,v39,1
I,v39,1
J,v39,3
A,v38,10
B,v38,3
C,v38,6
D,v38,4
E,v38,1
F,v38,0
G,v38,3
H,v38,0
I,v38,0
J,v38,0
A,v37,0
B,v37,0
C,v37,0
D,v37,0
E,v37,0
F,v37,0
G,v37,1
H,v37,1
I,v37,2
J,v37,2
A,v36,0
B,v36,0
C,v36,0
D,v36,0
E,v36,0
F,v36,0
G,v36,0
H,v36,2
I,v36,0
J,v36,1
A,v35,1
B,v35,0
C,v35,0
D,v35,1
E,v35,0
F,v35,0
G,v35,0
H,v35,1
I,v35,0
J,v35,0
A,v34,0
B,v34,0
C,v34,0
D,v34,0
E,v34,0
F,v34,0
G,v34,0
H,v34,0
I,v34,0
J,v34,0
A,v33,5
B,v33,1
C,v33,3
D,v33,1
E,v33,1
F,v33,5
G,v33,3
H,v33,2
I,v33,3
J,v33,0
A,v32,0
B,v32,5
C,v32,6
D,v32,5
E,v32,2
F,v32,12
G,v32,7
H,v32,0
I,v32,1
J,v32,1
A,v31,0
B,v31,1
C,v31,0
D,v31,1
E,v31,1
F,v31,0
G,v31,0
H,v31,1
I,v31,2
J,v31,0
A,v30,3
B,v30,1
C,v30,0
D,v30,6
E,v30,4
F,v30,1
G,v30,0
H,v30,0
I,v30,0
J,v30,0
A,v29,0
B,v29,1
C,v29,2
D,v29,2
E,v29,1
F,v29,3
G,v29,0
H,v29,0
I,v29,1
J,v29,1
A,v28,0
B,v28,0
