group,variable,value
A,v40,1
B,v40,0
C,v40,0
D,v40,0
E,v40,1
F,v40,0
G,v40,3
H,v40,0
I,v40,0
J,v40,0
A,v39,0
B,v39,0
C,v39,1
D,v39,1
E,v39,2
F,v39,4
G,v39,1
H,v39,0
I,v39,0
J,v39,0
A,v38,0
B,v38,0
C,v38,0
D,v38,0
E,v38,3
F,v38,6
G,v38,4
H,v38,1
I,v38,2
J,v38,0
A,v37,1
B,v37,0
C,v37,0
D,v37,1
E,v37,2
F,v37,1
G,v37,0
H,v37,4
I,v37,8
J,v37,3
A,v36,4
B,v36,0
C,v36,5
D,v36,1
E,v36,2
F,v36,1
G,v36,1
H,v36,2
I,v36,9
J,v36,4
A,v35,4
B,v35,3
C,v35,1
D,v35,1
E,v35,1
F,v35,1
G,v35,0
H,v35,1
I,v35,1
J,v35,0
A,v34,2
B,v34,4
C,v34,1
D,v34,3
E,v34,1
F,v34,2
G,v34,7
H,v34,1
I,v34,5
J,v34,3
A,v33,3
B,v33,1
C,v33,1
D,v33,1
E,v33,1
F,v33,2
G,v33,1
H,v33,1
I,v33,1
J,v33,0
A,v32,0
B,v32,0
C,v32,2
D,v32,0
E,v32,2
F,v32,0
G,v32,2
H,v32,4
I,v32,3
J,v32,4
A,v31,3
B,v31,0
C,v31,0
D,v31,1
E,v31,1
F,v31,1
G,v31,0
H,v31,1
I,v31,1
J,v31,0
A,v30,2
B,v30,0
C,v30,1
D,v30,0
E,v30,0
F,v30,0
G,v30,0
H,v30,0
I,v30,0
J,v30,1
A,v29,0
B,v29,1
C,v29,0
D,v29,2
E,v29,0
F,v29,0
G,v29,1
H,v29,3
I,v29,4
J,v29,2
A,v28,2
