group,variable,value
A,v40,0
B,v40,1
C,v40,0
D,v40,0
E,v40,1
F,v40,2
G,v40,0
H,v40,0
I,v40,1
J,v40,1
A,v39,0
B,v39,0
C,v39,0
D,v39,0
E,v39,0
F,v39,1
G,v39,1
H,v39,1
I,v39,0
J,v39,3
A,v38,1
B,v38,1
C,v38,1
D,v38,2
E,v38,0
F,v38,1
G,v38,8
H,v38,5
I,v38,3
J,v38,0
A,v37,3
B,v37,0
C,v37,1
D,v37,1
E,v37,8
F,v37,3
G,v37,6
H,v37,6
I,v37,2
J,v37,4
A,v36,0
B,v36,4
C,v36,4
D,v36,2
E,v36,1
F,v36,4
G,v36,4
H,v36,2
I,v36,3
J,v36,0
A,v35,0
B,v35,2
C,v35,4
D,v35,0
E,v35,3
F,v35,3
G,v35,0
H,v35,0
I,v35,0
J,v35,3
A,v34,0
B,v34,0
C,v34,0
D,v34,0
E,v34,1
F,v34,0
G,v34,1
H,v34,1
I,v34,2
J,v34,1
A,v33,1
B,v33,0
C,v33,1
D,v33,1
E,v33,1
F,v33,2
G,v33,1
H,v33,5
I,v33,3
J,v33,6
A,v32,3
B,v32,8
C,v32,3
D,v32,1
E,v32,2
F,v32,1
G,v32,0
H,v32,1
I,v32,0
J,v32,0
A,v31,1
B,v31,11
C,v31,2
D,v31,0
E,v31,1
F,v31,3
G,v31,2
H,v31,1
I,v31,3
J,v31,0
A,v30,0
B,v30,0
C,v30,3
D,v30,0
E,v30,0
F,v30,1
G,v30,1
H,v30,1
I,v30,3
J,v30,2
A,v29,1
B,v29,1
C,v29,4
D,v29,2
E,v29,1
F,v29,1
G,v29,1
H,v29,0
I,v29,1
J,v29,0
A,v28,2
