group,variable,value
A,v40,0
B,v40,0
C,v40,0
D,v40,1
E,v40,7
F,v40,2
G,v40,1
H,v40,0
I,v40,2
J,v40,1
A,v39,1
B,v39,0
C,v39,0
D,v39,0
E,v39,0
F,v39,0
G,v39,1
H,v39,0
I,v39,2
J,v39,0
A,v38,0
B,v38,1
C,v38,6
D,v38,7
E,v38,7
F,v38,10
G,v38,5
H,v38,1
I,v38,2
J,v38,0
A,v37,6
B,v37,0
C,v37,1
D,v37,0
E,v37,3
F,v37,2
G,v37,0
H,v37,0
I,v37,0
J,v37,1
A,v36,0
B,v36,0
C,v36,0
D,v36,0
E,v36,0
F,v36,1
G,v36,4
H,v36,4
I,v36,3
J,v36,1
A,v35,0
B,v35,7
C,v35,3
D,v35,5
E,v35,4
F,v35,2
G,v35,1
H,v35,2
I,v35,5
J,v35,8
A,v34,4
B,v34,3
C,v34,3
D,v34,7
E,v34,3
F,v34,6
G,v34,2
H,v34,7
I,v34,2
J,v34,0
A,v33,1
B,v33,0
C,v33,2
D,v33,2
E,v33,6
F,v33,5
G,v33,11
H,v33,4
I,v33,3
J,v33,2
A,v32,3
B,v32,2
C,v32,2
D,v32,2
E,v32,0
F,v32,1
G,v32,1
H,v32,2
I,v32,0
J,v32,0
A,v31,1
B,v31,0
C,v31,1
D,v31,1
