group,variable,value
A,v40,1
B,v40,0
C,v40,1
D,v40,1
E,v40,1
F,v40,3
G,v40,0
H,v40,1
I,v40,4
J,v40,0
A,v39,2
B,v39,5
C,v39,3
D,v39,1
E,v39,2
F,v39,2
G,v39,1
H,v39,1
I,v39,5
J,v39,3
A,v38,2
B,v38,5
C,v38,4
D,v38,3
E,v38,5
F,v38,7
G,v38,3
H,v38,1
I,v38,3
J,v38,6
A,v37,10
B,v37,6
C,v37,4
D,v37,2
E,v37,3
F,v37,3
G,v37,0
H,v37,5
I,v37,5
J,v37,0
A,v36,0
B,v36,0
C,v36,0
D,v36,1
E,v36,0
F,v36,4
G,v36,2
H,v36,2
I,v36,2
J,v36,3
A,v35,1
B,v35,2
C,v35,3
D,v35,2
E,v35,1
F,v35,0
G,v35,1
H,v35,3
I,v35,1
J,v35,1
A,v34,0
B,v34,3
C,v34,0
D,v34,0
E,v34,1
F,v34,1
G,v34,1
H,v34,2
I,v34,0
J,v34,0
A,v33,0
B,v33,0
C,v33,0
D,v33,1
E,v33,0
F,v33,0
G,v33,0
H,v33,0
I,v33,0
J,v33,1
A,v32,1
B,v32,2
C,v32,4
D,v32,0
E,v32,1
F,v32,0
G,v32,1
H,v32,1
I,v32,0
J,v32,1
A,v31,0
B,v31,3
C,v31,0
D,v31,0
E,v31,0
F,v31,0
G,v31,0
H,v31,1
I,v31,1
J,v31,1
A,v30,0
B,v30,8
C,v30,5
D,v30,6
E,v30,0
F,v30,4
G,v30,2
H,v30,0
I,v30,1
J,v30,1
A,v29,2
B,v29,0
C,v29,1
D,v29,2
E,v29,2
F,v29,1
G,v29,3
H,v29,1
I,v29,1
J,v29,4
