group,variable,value
A,v40,0
B,v40,0
C,v40,5
D,v40,2
E,v40,0
F,v40,0
G,v40,2
H,v40,2
I,v40,0
J,v40,1
A,v39,0
B,v39,0
C,v39,2
D,v39,0
E,v39,4
F,v39,1
G,v39,3
H,v39,3
I,v39,0
J,v39,1
A,v38,5
B,v38,7
C,v38,6
D,v38,3
E,v38,1
F,v38,1
G,v38,2
H,v38,0
I,v38,1
J,v38,0
A,v37,1
B,v37,3
C,v37,0
D,v37,0
E,v37,1
F,v37,0
G,v37,1
H,v37,2
I,v37,1
J,v37,2
A,v36,3
B,v36,0
C,v36,2
D,v36,2
E,v36,0
F,v36,1
G,v36,1
H,v36,0
I,v36,0
J,v36,1
A,v35,1
B,v35,1
C,v35,1
D,v35,0
E,v35,0
F,v35,1
G,v35,0
H,v35,1
I,v35,2
J,v35,0
A,v34,2
B,v34,1
C,v34,2
D,v34,0
E,v34,0
F,v34,1
G,v34,1
H,v34,0
I,v34,0
J,v34,0
A,v33,0
B,v33,0
C,v33,1
D,v33,0
E,v33,0
F,v33,0
G,v33,0
H,v33,0
I,v33,2
J,v33,4
A,v32,1
B,v32,1
C,v32,1
D,v32,1
E,v32,0
F,v32,1
G,v32,1
H,v32,0
I,v32,0
J,v32,1
A,v31,1
B,v31,1
C,v31,2
D,v31,3
E,v31,0
F,v31,2
G,v31,1
H,v31,4
I,v31,5
J,v31,5
A,v30,7
B,v30,2
C,v30,1
D,v30,4
E,v30,7
F,v30,8
G,v30,3
H,v30,4
I,v30,11
J,v30,9
A,v29,5
B,v29,9
C,v29,3
D,v29,0
E,v29,2
F,v29,4
G,v29,3
H,v29,0
I,v29,4
J,v29,4
A,v28,4
B,v28,0
C,v28,2
D,v28,0
E,v28,0
F,v28,1
G,v28,0
H,v28,3
I,v28,4
J,v28,3
A,v27,1
B,v27,1
C,v27,2
D,v27,3
E,v27,1
F,v27,0
G,v27,1
H,v27,0
I,v27,2
J,v27,0
A,v26,1
