group,variable,value
A,v40,0
B,v40,1
C,v40,1
D,v40,1
E,v40,1
F,v40,1
G,v40,0
H,v40,0
I,v40,0
J,v40,0
A,v39,0
B,v39,2
C,v39,0
D,v39,0
E,v39,0
F,v39,5
G,v39,3
H,v39,7
I,v39,1
J,v39,5
A,v38,2
B,v38,4
C,v38,0
D,v38,1
E,v38,0
F,v38,0
G,v38,0
H,v38,0
I,v38,1
J,v38,0
A,v37,0
B,v37,0
C,v37,2
D,v37,0
E,v37,1
F,v37,2
G,v37,2
H,v37,0
I,v37,0
J,v37,1
A,v36,0
B,v36,2
C,v36,0
D,v36,0
E,v36,1
F,v36,0
G,v36,0
H,v36,2
I,v36,0
J,v36,2
A,v35,1
B,v35,3
C,v35,9
D,v35,3
E,v35,2
F,v35,1
G,v35,0
H,v35,0
I,v35,0
J,v35,2
A,v34,0
B,v34,1
C,v34,0
D,v34,0
E,v34,1
F,v34,3
G,v34,0
H,v34,0
I,v34,0
J,v34,0
A,v33,3
B,v33,0
C,v33,0
D,v33,2
E,v33,1
F,v33,1
G,v33,0
H,v33,0
I,v33,3
J,v33,0
A,v32,0
B,v32,1
C,v32,2
D,v32,0
E,v32,0
F,v32,0
G,v32,0
H,v32,0
I,v32,1
J,v32,0
A,v31,1
B,v31,0
C,v31,0
D,v31,3
E,v31,3
F,v31,0
G,v31,1
H,v31,7
I,v31,1
J,v31,7
A,v30,12
B,v30,8
C,v30,3
D,v30,1
E,v30,1
F,v30,0
