group,variable,value
A,v40,0
B,v40,0
C,v40,3
D,v40,1
E,v40,1
F,v40,3
G,v40,6
H,v40,4
I,v40,0
J,v40,0
A,v39,2
B,v39,1
C,v39,3
D,v39,5
E,v39,3
F,v39,2
G,v39,1
H,v39,4
I,v39,10
J,v39,2
A,v38,4
B,v38,2
C,v38,3
D,v38,3
E,v38,2
F,v38,2
G,v38,0
H,v38,4
I,v38,3
J,v38,1
A,v37,0
B,v37,1
C,v37,8
D,v37,0
E,v37,2
F,v37,1
G,v37,0
H,v37,1
I,v37,0
J,v37,0
A,v36,5
B,v36,3
C,v36,1
D,v36,3
E,v36,2
F,v36,4
G,v36,2
H,v36,1
I,v36,1
J,v36,1
A,v35,0
B,v35,3
C,v35,0
D,v35,1
E,v35,2
F,v35,0
G,v35,1
H,v35,1
I,v35,2
J,v35,0
A,v34,2
B,v34,0
C,v34,2
D,v34,1
E,v34,6
F,v34,2
G,v34,0
H,v34,0
I,v34,1
J,v34,1
A,v33,3
B,v33,4
C,v33,0
D,v33,0
E,v33,0
F,v33,1
G,v33,0
H,v33,1
I,v33,5
J,v33,2
A,v32,0
B,v32,4
C,v32,0
D,v32,0
E,v32,0
F,v32,0
G,v32,0
H,v32,0
I,v32,0
J,v32,0
A,v31,0
B,v31,1
C,v31,0
D,v31,0
E,v31,1
F,v31,1
G,v31,0
H,v31,0
I,v31,1
J,v31,1
A,v30,2
B,v30,2
C,v30,0
D,v30,1
E,v30,0
F,v30,0
G,v30,1
H,v30,2
I,v30,1
J,v30,1
A,v29,2
B,v29,0
C,v29,1
D,v29,0
E,v29,0
F,v29,0
G,v29,1
H,v29,0
I,v29,1
J,v29,0
A,v28,2
B,v28,1
C,v28,0
D,v28,1
E,v28,0
F,v28,0
G,v28,1
H,v28,0
I,v28,0
J,v28,1
A,v27,0
B,v27,4
C,v27,1
D,v27,0
E,v27,2
F,v27,0
G,v27,0
H,v27,1
I,v27,1
J,v27,3
A,v26,3
B,v26,1
C,v26,0
D,v26,0
E,v26,1
F,v26,3
G,v26,3
H,v26,3
I,v26,0
