group,variable,value
A,v40,0
B,v40,0
C,v40,1
D,v40,1
E,v40,3
F,v40,5
G,v40,6
H,v40,0
I,v40,1
J,v40,2
A,v39,5
B,v39,3
C,v39,2
D,v39,5
E,v39,6
F,v39,3
G,v39,0
H,v39,0
I,v39,5
J,v39,8
A,v38,3
B,v38,1
C,v38,0
D,v38,1
E,v38,1
F,v38,5
G,v38,8
H,v38,7
I,v38,4
J,v38,1
A,v37,1
B,v37,1
C,v37,1
D,v37,2
E,v37,1
F,v37,2
G,v37,1
H,v37,0
I,v37,0
J,v37,3
A,v36,0
B,v36,4
C,v36,1
D,v36,1
E,v36,2
F,v36,0
G,v36,0
H,v36,0
I,v36,2
J,v36,2
A,v35,0
B,v35,0
C,v35,1
D,v35,4
E,v35,0
F,v35,1
G,v35,1
H,v35,1
I,v35,0
J,v35,1
A,v34,2
B,v34,1
C,v34,1
D,v34,1
E,v34,1
F,v34,7
G,v34,1
H,v34,5
I,v34,2
J,v34,3
A,v33,1
B,v33,5
C,v33,7
D,v33,10
E,v33,1
F,v33,3
G,v33,0
H,v33,0
I,v33,0
J,v33,2
A,v32,2
B,v32,0
C,v32,5
D,v32,1
E,v32,1
F,v32,1
G,v32,2
H,v32,8
I,v32,0
J,v32,0
A,v31,2
B,v31,1
C,v31,3
D,v31,4
E,v31,2
F,v31,1
G,v31,1
H,v31,1
I,v31,1
J,v31,1
A,v30,3
B,v30,1
C,v30,0
D,v30,0
E,v30,2
F,v30,3
G,v30,1
H,v30,0
I,v30,2
J,v30,2
A,v29,0
B,v29,0
C,v29,1
D,v29,0
