group,variable,value
A,v40,10
B,v40,6
C,v40,3
D,v40,4
E,v40,3
F,v40,0
G,v40,0
H,v40,3
I,v40,1
J,v40,0
A,v39,2
B,v39,0
C,v39,1
D,v39,1
E,v39,1
F,v39,5
G,v39,4
H,v39,9
I,v39,6
J,v39,2
A,v38,4
B,v38,6
C,v38,4
D,v38,10
E,v38,5
F,v38,8
G,v38,6
H,v38,0
I,v38,1
J,v38,0
A,v37,0
B,v37,1
C,v37,3
D,v37,9
E,v37,6
F,v37,2
G,v37,0
H,v37,0
I,v37,0
J,v37,3
A,v36,2
B,v36,0
C,v36,1
D,v36,0
E,v36,2
F,v36,0
G,v36,2
H,v36,1
I,v36,0
J,v36,0
A,v35,1
B,v35,0
C,v35,0
D,v35,0
E,v35,0
F,v35,0
G,v35,0
H,v35,1
I,v35,0
J,v35,0
A,v34,4
B,v34,2
C,v34,2
D,v34,7
E,v34,1
F,v34,2
G,v34,3
H,v34,3
I,v34,1
J,v34,1
A,v33,1
B,v33,4
C,v33,3
D,v33,4
E,v33,3
F,v33,3
G,v33,0
H,v33,5
I,v33,3
J,v33,4
A,v32,1
B,v32,2
C,v32,5
D,v32,4
E,v32,4
F,v32,5
G,v32,4
H,v32,1
I,v32,1
J,v32,0
A,v31,0
B,v31,0
C,v31,0
D,v31,2
E,v31,7
F,v31,0
G,v31,5
H,v31,0
I,v31,0
J,v31,4
A,v30,0
B,v30,0
C,v30,0
D,v30,0
E,v30,0
F,v30,2
G,v30,7
H,v30,0
I,v30,0
J,v30,0
A,v29,1
B,v29,1
C,v29,0
D,v29,2
E,v29,1
F,v29,1
G,v29,2
H,v29,0
I,v29,0
J,v29,1
A,v28,0
B,v28,0
C,v28,0
D,v28,1
E,v28,2
F,v28,5
G,v28,6
H,v28,4
I,v28,7
J,v28,0
A,v27,0
B,v27,1
C,v27,1
D,v27,0
E,v27,0
F,v27,1
