group,variable,value
A,v40,0
B,v40,0
C,v40,2
D,v40,2
E,v40,1
F,v40,5
G,v40,4
H,v40,2
I,v40,5
J,v40,1
A,v39,1
B,v39,4
C,v39,1
D,v39,1
E,v39,1
F,v39,0
G,v39,3
H,v39,0
I,v39,0
J,v39,0
A,v38,0
B,v38,5
C,v38,1
D,v38,1
E,v38,1
F,v38,0
G,v38,2
H,v38,3
I,v38,2
J,v38,2
A,v37,1
B,v37,4
C,v37,4
D,v37,3
E,v37,1
F,v37,3
G,v37,1
H,v37,5
I,v37,0
J,v37,6
A,v36,1
B,v36,0
C,v36,1
D,v36,0
E,v36,3
F,v36,5
G,v36,2
H,v36,2
I,v36,1
J,v36,3
A,v35,6
B,v35,2
C,v35,8
D,v35,4
E,v35,9
F,v35,7
G,v35,7
H,v35,7
I,v35,3
J,v35,0
A,v34,4
B,v34,1
C,v34,0
D,v34,1
E,v34,1
F,v34,4
G,v34,1
H,v34,1
I,v34,3
J,v34,2
A,v33,2
B,v33,0
C,v33,1
D,v33,3
E,v33,2
F,v33,0
G,v33,0
H,v33,7
I,v33,4
J,v33,4
A,v32,1
B,v32,10
C,v32,1
D,v32,6
E,v32,5
F,v32,2
G,v32,0
H,v32,1
I,v32,0
J,v32,6
A,v31,4
B,v31,1
C,v31,6
D,v31,2
E,v31,0
F,v31,4
G,v31,2
H,v31,1
I,v31,3
J,v31,6
A,v30,2
B,v30,5
C,v30,2
D,v30,3
E,v30,3
F,v30,2
G,v30,2
H,v30,2
I,v30,1
J,v30,4
A,v29,1
B,v29,1
C,v29,1
D,v29,2
E,v29,2
F,v29,5
G,v29,3
H,v29,1
I,v29,1
J,v29,4
A,v28,3
B,v28,1
