group,variable,value
A,v40,0
B,v40,1
C,v40,2
D,v40,3
E,v40,1
F,v40,0
G,v40,0
H,v40,0
I,v40,4
J,v40,4
A,v39,3
B,v39,2
C,v39,1
D,v39,2
E,v39,0
F,v39,1
G,v39,0
H,v39,0
I,v39,0
J,v39,1
A,v38,1
B,v38,0
C,v38,0
D,v38,3
E,v38,0
F,v38,6
G,v38,5
H,v38,7
I,v38,3
J,v38,3
A,v37,2
B,v37,4
C,v37,3
D,v37,3
E,v37,3
F,v37,2
G,v37,2
H,v37,1
I,v37,9
J,v37,5
A,v36,3
B,v36,1
C,v36,5
D,v36,1
E,v36,4
F,v36,1
G,v36,1
H,v36,1
I,v36,2
J,v36,0
A,v35,1
B,v35,1
C,v35,0
D,v35,0
E,v35,4
F,v35,1
G,v35,0
H,v35,0
I,v35,0
J,v35,0
A,v34,2
B,v34,2
C,v34,0
D,v34,1
E,v34,0
F,v34,0
G,v34,1
H,v34,0
I,v34,0
J,v34,1
A,v33,0
B,v33,1
C,v33,0
D,v33,2
E,v33,1
F,v33,0
G,v33,2
H,v33,0
I,v33,1
J,v33,1
A,v32,0
B,v32,5
C,v32,3
D,v32,1
E,v32,4
F,v32,2
G,v32,6
H,v32,9
I,v32,5
J,v32,4
A,v31,1
B,v31,2
C,v31,6
D,v31,2
E,v31,4
F,v31,0
G,v31,4
H,v31,1
I,v31,3
J,v31,1
A,v30,4
B,v30,5
C,v30,4
D,v30,7
E,v30,1
F,v30,2
G,v30,4
H,v30,0
I,v30,2
J,v30,6
A,v29,4
B,v29,3
C,v29,3
D,v29,2
E,v29,4
F,v29,2
G,v29,4
