group,variable,value
A,v40,0
B,v40,0
C,v40,0
D,v40,0
E,v40,0
F,v40,0
G,v40,1
H,v40,0
I,v40,0
J,v40,0
A,v39,0
B,v39,1
C,v39,0
D,v39,0
E,v39,1
F,v39,0
G,v39,0
H,v39,1
I,v39,4
J,v39,3
A,v38,3
B,v38,2
C,v38,0
D,v38,1
E,v38,0
F,v38,0
G,v38,0
H,v38,0
I,v38,0
J,v38,1
A,v37,0
B,v37,0
C,v37,0
D,v37,0
E,v37,0
F,v37,2
G,v37,1
H,v37,0
I,v37,1
J,v37,0
A,v36,0
B,v36,0
C,v36,0
D,v36,0
E,v36,1
F,v36,1
G,v36,0
H,v36,0
I,v36,1
J,v36,0
A,v35,2
B,v35,1
C,v35,0
D,v35,0
E,v35,1
F,v35,3
G,v35,8
H,v35,5
I,v35,3
J,v35,2
A,v34,7
B,v34,3
C,v34,0
D,v34,3
E,v34,1
F,v34,1
G,v34,2
H,v34,3
I,v34,2
J,v34,0
A,v33,0
B,v33,0
C,v33,2
D,v33,1
E,v33,0
F,v33,0
G,v33,2
H,v33,0
I,v33,0
J,v33,2
A,v32,1
B,v32,1
C,v32,0
D,v32,0
E,v32,0
F,v32,0
G,v32,1
H,v32,4
I,v32,1
J,v32,1
A,v31,0
B,v31,1
C,v31,0
D,v31,0
E,v31,1
F,v31,0
G,v31,5
H,v31,0
I,v31,0
J,v31,0
A,v30,0
B,v30,5
C,v30,0
D,v30,3
E,v30,1
F,v30,1
G,v30,0
H,v30,0
I,v30,0
