group,variable,value
A,v40,0
B,v40,0
C,v40,1
D,v40,3
E,v40,2
F,v40,3
G,v40,3
H,v40,3
I,v40,0
J,v40,0
A,v39,0
B,v39,1
C,v39,0
D,v39,0
E,v39,0
F,v39,2
G,v39,0
H,v39,0
I,v39,0
J,v39,1
A,v38,3
B,v38,0
C,v38,1
D,v38,1
E,v38,1
F,v38,0
G,v38,2
H,v38,1
I,v38,4
J,v38,1
A,v37,2
B,v37,2
C,v37,0
D,v37,4
E,v37,1
F,v37,3
G,v37,4
H,v37,5
I,v37,2
J,v37,1
A,v36,0
B,v36,1
C,v36,0
D,v36,3
E,v36,0
F,v36,1
G,v36,2
H,v36,1
I,v36,0
J,v36,0
A,v35,3
B,v35,2
C,v35,1
D,v35,0
E,v35,0
F,v35,0
G,v35,1
H,v35,0
I,v35,6
J,v35,2
A,v34,6
B,v34,2
C,v34,3
D,v34,0
E,v34,0
F,v34,1
G,v34,0
H,v34,0
I,v34,2
J,v34,0
A,v33,1
B,v33,0
C,v33,0
D,v33,0
E,v33,0
F,v33,0
G,v33,0
H,v33,1
I,v33,1
J,v33,1
A,v32,1
B,v32,0
C,v32,2
D,v32,3
E,v32,2
F,v32,2
G,v32,1
H,v32,6
I,v32,1
J,v32,9
A,v31,4
B,v31,5
C,v31,4
D,v31,2
E,v31,0
F,v31,2
G,v31,0
H,v31,0
I,v31,0
J,v31,6
A,v30,6
B,v30,2
C,v30,2
D,v30,0
E,v30,0
F,v30,2
G,v30,3
H,v30,0
I,v30,0
J,v30,3
A,v29,0
B,v29,0
C,v29,0
D,v29,0
E,v29,0
F,v29,1
G,v29,3
H,v29,4
I,v29,0
J,v29,3
A,v28,2
B,v28,3
