group,variable,value
A,v40,1
B,v40,3
C,v40,4
D,v40,2
E,v40,5
F,v40,3
G,v40,0
H,v40,0
I,v40,8
J,v40,3
A,v39,2
B,v39,7
C,v39,3
D,v39,0
E,v39,1
F,v39,1
G,v39,2
H,v39,0
I,v39,2
J,v39,1
A,v38,0
B,v38,0
C,v38,3
D,v38,0
E,v38,0
F,v38,2
G,v38,11
H,v38,0
I,v38,0
J,v38,0
A,v37,0
B,v37,1
C,v37,0
D,v37,2
E,v37,2
F,v37,0
G,v37,0
H,v37,0
I,v37,6
J,v37,4
A,v36,7
B,v36,5
C,v36,10
D,v36,3
E,v36,0
F,v36,3
G,v36,3
H,v36,0
I,v36,6
J,v36,6
A,v35,8
B,v35,6
C,v35,6
D,v35,7
E,v35,2
F,v35,5
G,v35,8
H,v35,2
I,v35,3
J,v35,2
A,v34,0
B,v34,2
C,v34,2
D,v34,5
E,v34,7
F,v34,1
G,v34,2
H,v34,1
I,v34,0
J,v34,1
A,v33,1
B,v33,4
C,v33,5
D,v33,1
E,v33,4
F,v33,0
G,v33,1
H,v33,2
I,v33,1
J,v33,2
A,v32,0
B,v32,1
C,v32,0
D,v32,1
E,v32,0
F,v32,5
G,v32,1
H,v32,3
I,v32,1
J,v32,2
A,v31,1
B,v31,0
C,v31,1
D,v31,1
E,v31,2
F,v31,4
G,v31,1
H,v31,1
I,v31,3
J,v31,2
A,v30,4
B,v30,7
C,v30,2
D,v30,1
E,v30,0
F,v30,1
G,v30,1
H,v30,0
I,v30,0
J,v30,2
A,v29,2
B,v29,2
C,v29,3
D,v29,10
E,v29,3
F,v29,6
G,v29,6
H,v29,9
I,v29,5
J,v29,5
A,v28,8
B,v28,3
C,v28,5
D,v28,4
E,v28,9
