group,variable,value
A,v40,2
B,v40,0
C,v40,0
D,v40,0
E,v40,0
F,v40,2
G,v40,2
H,v40,2
I,v40,1
J,v40,0
A,v39,0
B,v39,6
C,v39,3
D,v39,6
E,v39,4
F,v39,6
G,v39,5
H,v39,3
I,v39,4
J,v39,1
A,v38,0
B,v38,0
C,v38,5
D,v38,2
E,v38,4
F,v38,0
G,v38,1
H,v38,1
I,v38,1
J,v38,0
A,v37,2
B,v37,3
C,v37,0
D,v37,0
E,v37,2
F,v37,1
G,v37,1
H,v37,1
I,v37,2
J,v37,1
A,v36,6
B,v36,3
C,v36,3
D,v36,4
E,v36,5
F,v36,1
G,v36,3
H,v36,2
I,v36,2
J,v36,3
A,v35,0
B,v35,0
C,v35,1
D,v35,0
E,v35,0
F,v35,0
G,v35,0
H,v35,1
I,v35,0
J,v35,0
A,v34,1
B,v34,3
C,v34,7
D,v34,6
E,v34,5
F,v34,6
G,v34,4
H,v34,4
I,v34,5
J,v34,3
A,v33,1
B,v33,0
C,v33,0
D,v33,1
E,v33,4
F,v33,4
G,v33,4
H,v33,1
I,v33,0
J,v33,3
A,v32,1
B,v32,0
C,v32,4
D,v32,0
E,v32,4
F,v32,5
G,v32,0
H,v32,0
I,v32,0
J,v32,3
A,v31,1
B,v31,0
C,v31,1
D,v31,3
E,v31,1
F,v31,0
G,v31,3
H,v31,3
I,v31,0
J,v31,2
A,v30,1
B,v30,0
C,v30,0
D,v30,3
E,v30,6
F,v30,6
G,v30,2
H,v30,1
I,v30,4
J,v30,5
A,v29,4
B,v29,3
C,v29,3
D,v29,3
E,v29,3
F,v29,4
G,v29,0
H,v29,5
I,v29,7
J,v29,2
A,v28,2
