group,variable,value
A,v40,0
B,v40,0
C,v40,0
D,v40,0
E,v40,2
F,v40,0
G,v40,0
H,v40,1
I,v40,1
J,v40,0
A,v39,0
B,v39,0
C,v39,1
D,v39,0
E,v39,0
F,v39,1
G,v39,0
H,v39,5
I,v39,0
J,v39,2
A,v38,0
B,v38,1
C,v38,4
D,v38,0
E,v38,1
F,v38,1
G,v38,2
H,v38,2
I,v38,3
J,v38,0
A,v37,0
B,v37,0
C,v37,0
D,v37,0
E,v37,1
F,v37,0
G,v37,2
H,v37,0
I,v37,1
J,v37,2
A,v36,1
B,v36,1
C,v36,3
D,v36,1
E,v36,3
F,v36,0
G,v36,0
H,v36,0
I,v36,1
J,v36,1
A,v35,0
B,v35,3
C,v35,0
D,v35,1
E,v35,0
F,v35,0
G,v35,4
H,v35,1
I,v35,0
J,v35,0
A,v34,0
B,v34,0
C,v34,0
D,v34,0
E,v34,0
F,v34,0
G,v34,2
H,v34,0
I,v34,0
J,v34,3
A,v33,0
B,v33,1
C,v33,1
D,v33,0
E,v33,0
F,v33,1
G,v33,2
H,v33,1
I,v33,1
J,v33,2
A,v32,0
B,v32,1
C,v32,0
D,v32,0
E,v32,0
F,v32,3
G,v32,0
H,v32,1
I,v32,5
J,v32,2
A,v31,2
B,v31,1
C,v31,2
D,v31,4
E,v31,1
F,v31,5
G,v31,0
H,v31,1
I,v31,1
J,v31,5
A,v30,1
B,v30,3
C,v30,3
D,v30,1
E,v30,2
F,v30,2
G,v30,1
H,v30,1
I,v30,1
J,v30,2
A,v29,0
B,v29,0
