group,variable,value
A,v40,0
B,v40,0
C,v40,2
D,v40,2
E,v40,2
F,v40,1
G,v40,0
H,v40,0
I,v40,0
J,v40,0
A,v39,0
B,v39,0
C,v39,0
D,v39,0
E,v39,0
F,v39,0
G,v39,0
H,v39,2
I,v39,0
J,v39,2
A,v38,0
B,v38,0
C,v38,0
D,v38,2
E,v38,3
F,v38,0
G,v38,1
H,v38,0
I,v38,1
J,v38,1
A,v37,0
B,v37,0
C,v37,3
D,v37,4
E,v37,1
F,v37,1
G,v37,2
H,v37,0
I,v37,2
J,v37,3
A,v36,2
B,v36,2
C,v36,1
D,v36,3
E,v36,3
F,v36,1
G,v36,1
H,v36,1
I,v36,0
J,v36,1
A,v35,4
B,v35,0
C,v35,5
D,v35,5
E,v35,4
F,v35,3
G,v35,3
H,v35,1
I,v35,12
J,v35,5
A,v34,3
B,v34,4
C,v34,5
D,v34,4
E,v34,0
F,v34,2
G,v34,2
H,v34,1
I,v34,1
J,v34,1
A,v33,0
B,v33,1
C,v33,0
D,v33,0
E,v33,0
F,v33,1
G,v33,3
H,v33,0
I,v33,0
J,v33,1
A,v32,0
B,v32,1
C,v32,0
D,v32,0
E,v32,0
F,v32,0
G,v32,0
H,v32,0
I,v32,2
J,v32,0
A,v31,0
B,v31,0
C,v31,2
D,v31,0
E,v31,2
F,v31,1
G,v31,1
H,v31,1
I,v31,2
J,v31,2
A,v30,2
B,v30,4
C,v30,1
D,v30,1
E,v30,2
F,v30,3
G,v30,7
H,v30,4
I,v30,1
J,v30,1
A,v29,1
B,v29,3
C,v29,6
D,v29,3
E,v29,1
F,v29,3
G,v29,3
H,v29,2
