group,variable,value
A,v40,3
B,v40,4
C,v40,4
D,v40,2
E,v40,5
F,v40,1
G,v40,2
H,v40,4
I,v40,6
J,v40,2
A,v39,6
B,v39,1
C,v39,1
D,v39,2
E,v39,3
F,v39,0
G,v39,1
H,v39,8
I,v39,2
J,v39,1
A,v38,2
B,v38,5
C,v38,4
D,v38,4
E,v38,8
F,v38,3
G,v38,4
H,v38,5
I,v38,9
J,v38,8
A,v37,4
B,v37,12
C,v37,0
D,v37,1
E,v37,0
F,v37,2
G,v37,4
H,v37,6
I,v37,2
J,v37,4
A,v36,4
B,v36,2
C,v36,6
D,v36,7
E,v36,4
F,v36,1
G,v36,5
H,v36,2
I,v36,5
J,v36,3
A,v35,4
B,v35,3
C,v35,4
D,v35,0
E,v35,7
F,v35,6
G,v35,2
H,v35,4
I,v35,6
J,v35,10
A,v34,6
B,v34,5
C,v34,1
D,v34,0
E,v34,1
F,v34,0
G,v34,3
H,v34,0
I,v34,0
J,v34,5
A,v33,0
B,v33,1
C,v33,4
D,v33,1
E,v33,1
F,v33,1
G,v33,2
H,v33,2
I,v33,0
J,v33,1
A,v32,0
B,v32,2
C,v32,3
D,v32,1
E,v32,0
F,v32,1
G,v32,0
H,v32,2
I,v32,1
J,v32,0
A,v31,1
B,v31,2
C,v31,2
D,v31,3
E,v31,1
F,v31,1
G,v31,5
H,v31,1
I,v31,2
J,v31,1
A,v30,1
B,v30,0
C,v30,0
D,v30,2
E,v30,3
F,v30,3
G,v30,2
H,v30,2
I,v30,4
J,v30,1
A,v29,2
B,v29,2
C,v29,0
D,v29,0
E,v29,1
F,v29,0
G,v29,3
H,v29,3
I,v29,3
J,v29,0
A,v28,0
B,v28,2
C,v28,0
D,v28,0
E,v28,2
F,v28,0
G,v28,0
H,v28,2
