group,variable,value
A,v40,2
B,v40,3
C,v40,0
D,v40,0
E,v40,3
F,v40,1
G,v40,3
H,v40,2
I,v40,8
J,v40,4
A,v39,5
B,v39,3
C,v39,1
D,v39,1
E,v39,0
F,v39,1
G,v39,1
H,v39,3
I,v39,2
J,v39,2
A,v38,0
B,v38,1
C,v38,2
D,v38,2
E,v38,5
F,v38,2
G,v38,1
H,v38,10
I,v38,0
J,v38,6
A,v37,8
B,v37,4
C,v37,10
D,v37,4
E,v37,6
F,v37,2
G,v37,0
H,v37,2
I,v37,0
J,v37,0
A,v36,1
B,v36,0
C,v36,0
D,v36,6
E,v36,5
F,v36,7
G,v36,5
H,v36,2
I,v36,1
J,v36,2
A,v35,2
B,v35,0
C,v35,5
D,v35,8
E,v35,4
F,v35,3
G,v35,3
H,v35,1
I,v35,1
J,v35,1
A,v34,2
B,v34,0
C,v34,4
D,v34,2
E,v34,3
F,v34,3
G,v34,5
H,v34,1
I,v34,4
J,v34,4
A,v33,4
B,v33,3
C,v33,7
D,v33,6
E,v33,0
F,v33,0
G,v33,0
H,v33,0
I,v33,0
J,v33,0
A,v32,0
B,v32,1
C,v32,3
D,v32,3
E,v32,5
F,v32,3
G,v32,6
H,v32,2
I,v32,5
J,v32,2
A,v31,7
B,v31,5
C,v31,5
D,v31,2
E,v31,6
F,v31,6
G,v31,6
H,v31,2
I,v31,3
J,v31,7
A,v30,2
B,v30,1
C,v30,2
D,v30,3
E,v30,10
F,v30,8
G,v30,2
H,v30,0
I,v30,1
J,v30,2
A,v29,0
B,v29,3
C,v29,1
D,v29,2
E,v29,3
F,v29,8
G,v29,3
H,v29,3
I,v29,3
J,v29,6
A,v28,2
B,v28,2
C,v28,1
D,v28,4
E,v28,6
F,v28,5
G,v28,4
H,v28,8
I,v28,8
J,v28,3
A,v27,2
B,v27,2
C,v27,0
D,v27,0
E,v27,4
F,v27,1
G,v27,2
