group,variable,value
A,v40,1
B,v40,3
C,v40,0
D,v40,3
E,v40,0
F,v40,0
G,v40,4
H,v40,4
I,v40,1
J,v40,0
A,v39,1
B,v39,4
C,v39,0
D,v39,0
E,v39,1
F,v39,0
G,v39,2
H,v39,2
I,v39,1
J,v39,0
A,v38,3
B,v38,0
C,v38,0
D,v38,0
E,v38,1
F,v38,1
G,v38,0
H,v38,0
I,v38,0
J,v38,1
A,v37,1
B,v37,5
C,v37,2
D,v37,2
E,v37,2
F,v37,2
G,v37,8
H,v37,1
I,v37,0
J,v37,10
A,v36,2
B,v36,2
C,v36,0
D,v36,3
E,v36,2
F,v36,6
G,v36,0
H,v36,0
I,v36,1
J,v36,4
A,v35,0
B,v35,0
C,v35,2
D,v35,5
E,v35,7
F,v35,5
G,v35,1
H,v35,0
I,v35,1
J,v35,1
A,v34,1
B,v34,6
C,v34,6
D,v34,4
E,v34,2
F,v34,3
G,v34,1
H,v34,3
I,v34,5
J,v34,1
A,v33,2
B,v33,0
C,v33,0
D,v33,6
E,v33,1
F,v33,0
G,v33,0
H,v33,0
I,v33,2
J,v33,5
A,v32,4
B,v32,8
C,v32,2
D,v32,8
E,v32,0
F,v32,0
G,v32,0
H,v32,0
I,v32,0
J,v32,0
A,v31,0
B,v31,0
C,v31,0
D,v31,1
E,v31,0
