group,variable,value
A,v40,0
B,v40,2
C,v40,0
D,v40,1
E,v40,2
F,v40,0
G,v40,0
H,v40,2
I,v40,0
J,v40,0
A,v39,2
B,v39,1
C,v39,0
D,v39,1
E,v39,1
F,v39,0
G,v39,0
H,v39,2
I,v39,2
J,v39,2
A,v38,1
B,v38,7
C,v38,1
D,v38,1
E,v38,4
F,v38,4
G,v38,5
H,v38,1
I,v38,1
J,v38,1
A,v37,4
B,v37,0
C,v37,0
D,v37,2
E,v37,3
F,v37,3
G,v37,0
H,v37,1
I,v37,2
J,v37,1
A,v36,2
B,v36,1
C,v36,0
D,v36,1
E,v36,0
F,v36,1
G,v36,1
H,v36,0
I,v36,0
J,v36,2
A,v35,3
B,v35,2
C,v35,5
D,v35,3
E,v35,2
F,v35,1
G,v35,1
H,v35,0
I,v35,2
J,v35,2
A,v34,1
B,v34,1
C,v34,6
D,v34,3
E,v34,1
F,v34,0
G,v34,0
H,v34,0
I,v34,0
J,v34,0
A,v33,2
B,v33,0
C,v33,0
D,v33,1
E,v33,0
F,v33,0
G,v33,0
H,v33,0
I,v33,1
J,v33,0
A,v32,0
B,v32,0
C,v32,1
D,v32,1
E,v32,1
F,v32,0
G,v32,0
H,v32,0
I,v32,0
J,v32,1
A,v31,0
B,v31,0
C,v31,1
D,v31,1
E,v31,1
F,v31,1
G,v31,1
H,v31,0
I,v31,0
