group,variable,value
A,v40,0
B,v40,0
C,v40,0
D,v40,1
E,v40,1
F,v40,0
G,v40,0
H,v40,1
I,v40,1
J,v40,1
A,v39,2
B,v39,1
C,v39,0
D,v39,1
E,v39,1
F,v39,2
G,v39,6
H,v39,0
I,v39,3
J,v39,1
A,v38,0
B,v38,0
C,v38,2
D,v38,0
E,v38,4
F,v38,1
G,v38,0
H,v38,2
I,v38,0
J,v38,0
A,v37,0
B,v37,3
C,v37,0
D,v37,1
E,v37,0
F,v37,1
G,v37,0
H,v37,1
I,v37,1
J,v37,1
A,v36,1
B,v36,0
C,v36,0
D,v36,0
E,v36,0
F,v36,0
G,v36,2
H,v36,0
I,v36,0
J,v36,2
A,v35,2
B,v35,0
C,v35,0
D,v35,0
E,v35,1
F,v35,1
G,v35,3
H,v35,2
I,v35,0
J,v35,2
A,v34,1
B,v34,0
C,v34,2
D,v34,2
E,v34,3
F,v34,2
G,v34,0
H,v34,1
I,v34,3
J,v34,0
A,v33,0
B,v33,3
C,v33,2
D,v33,0
E,v33,0
F,v33,1
G,v33,0
H,v33,0
I,v33,4
J,v33,1
A,v32,0
B,v32,0
C,v32,1
D,v32,0
E,v32,0
F,v32,0
G,v32,3
H,v32,1
I,v32,0
J,v32,0
A,v31,0
B,v31,0
C,v31,0
D,v31,1
E,v31,0
F,v31,0
G,v31,0
H,v31,0
I,v31,0
J,v31,1
A,v30,3
