group,variable,value
A,v40,1
B,v40,2
C,v40,1
D,v40,0
E,v40,6
F,v40,2
G,v40,1
H,v40,0
I,v40,0
J,v40,0
A,v39,2
B,v39,0
C,v39,0
D,v39,5
E,v39,4
F,v39,2
G,v39,1
H,v39,4
I,v39,7
J,v39,2
A,v38,0
B,v38,0
C,v38,0
D,v38,0
E,v38,3
F,v38,1
G,v38,0
H,v38,3
I,v38,3
J,v38,2
A,v37,7
B,v37,2
C,v37,3
D,v37,1
E,v37,2
F,v37,1
G,v37,7
H,v37,3
I,v37,3
J,v37,0
A,v36,0
B,v36,5
C,v36,0
D,v36,0
E,v36,0
F,v36,1
G,v36,1
H,v36,1
I,v36,0
J,v36,0
A,v35,0
B,v35,0
C,v35,0
D,v35,8
E,v35,7
F,v35,4
G,v35,6
H,v35,2
I,v35,9
J,v35,8
A,v34,9
B,v34,3
C,v34,5
D,v34,0
E,v34,1
F,v34,0
G,v34,1
H,v34,2
I,v34,2
J,v34,5
A,v33,7
B,v33,1
C,v33,0
D,v33,4
E,v33,5
F,v33,4
G,v33,8
H,v33,5
I,v33,1
J,v33,0
A,v32,0
B,v32,1
C,v32,1
D,v32,3
E,v32,1
F,v32,2
G,v32,1
H,v32,0
I,v32,0
J,v32,2
A,v31,3
B,v31,1
C,v31,0
D,v31,0
E,v31,1
F,v31,6
G,v31,7
H,v31,1
I,v31,0
J,v31,5
A,v30,0
B,v30,0
C,v30,0
D,v30,2
E,v30,1
F,v30,1
G,v30,1
H,v30,1
I,v30,0
J,v30,0
A,v29,0
B,v29,1
C,v29,0
D,v29,3
E,v29,1
F,v29,2
G,v29,3
H,v29,3
I,v29,1
J,v29,2
A,v28,3
B,v28,2
C,v28,2
D,v28,6
E,v28,6
F,v28,6
G,v28,4
H,v28,1
I,v28,0
J,v28,0
A,v27,2
B,v27,2
C,v27,1
D,v27,4
E,v27,0
F,v27,4
G,v27,0
H,v27,0
I,v27,1
J,v27,0
A,v26,1
B,v26,2
C,v26,0
D,v26,0
E,v26,1
