group,variable,value
A,v40,4
B,v40,2
C,v40,0
D,v40,0
E,v40,2
F,v40,0
G,v40,1
H,v40,1
I,v40,0
J,v40,1
A,v39,0
B,v39,0
C,v39,3
D,v39,0
E,v39,0
F,v39,0
G,v39,1
H,v39,0
I,v39,0
J,v39,2
A,v38,0
B,v38,0
C,v38,2
D,v38,0
E,v38,0
F,v38,0
G,v38,0
H,v38,0
I,v38,1
J,v38,0
A,v37,0
B,v37,1
C,v37,0
D,v37,0
E,v37,0
F,v37,0
G,v37,0
H,v37,0
I,v37,0
J,v37,0
A,v36,1
B,v36,1
C,v36,4
D,v36,6
E,v36,0
F,v36,0
G,v36,0
H,v36,0
I,v36,0
J,v36,0
A,v35,0
B,v35,0
C,v35,0
D,v35,1
E,v35,1
F,v35,0
G,v35,0
H,v35,1
I,v35,0
J,v35,0
A,v34,1
B,v34,0
C,v34,1
D,v34,1
E,v34,4
F,v34,0
G,v34,1
H,v34,0
I,v34,0
J,v34,2
A,v33,1
B,v33,1
C,v33,1
D,v33,0
E,v33,0
F,v33,2
G,v33,1
H,v33,1
I,v33,2
J,v33,3
A,v32,1
B,v32,1
C,v32,0
D,v32,0
E,v32,1
F,v32,1
G,v32,0
H,v32,1
I,v32,0
J,v32,0
A,v31,1
B,v31,0
C,v31,1
D,v31,1
E,v31,1
F,v31,5
G,v31,1
H,v31,0
I,v31,0
J,v31,2
A,v30,2
B,v30,0
C,v30,2
D,v30,1
E,v30,1
F,v30,2
G,v30,0
H,v30,0
I,v30,1
J,v30,0
A,v29,2
B,v29,1
C,v29,1
D,v29,1
E,v29,2
F,v29,1
G,v29,0
H,v29,2
I,v29,1
J,v29,1
A,v28,2
B,v28,2
C,v28,1
D,v28,9
E,v28,3
F,v28,2
G,v28,3
H,v28,0
I,v28,0
J,v28,2
A,v27,0
B,v27,5
