group,variable,value
A,v40,7
B,v40,7
C,v40,1
D,v40,2
E,v40,4
F,v40,7
G,v40,3
H,v40,1
I,v40,2
J,v40,1
A,v39,2
B,v39,3
C,v39,0
D,v39,0
E,v39,1
F,v39,2
G,v39,0
H,v39,3
I,v39,1
J,v39,3
A,v38,2
B,v38,0
C,v38,1
D,v38,0
E,v38,1
F,v38,0
G,v38,3
H,v38,0
I,v38,0
J,v38,0
A,v37,3
B,v37,1
C,v37,3
D,v37,0
E,v37,1
F,v37,0
G,v37,0
H,v37,2
I,v37,3
J,v37,5
A,v36,6
B,v36,7
C,v36,5
D,v36,1
E,v36,1
F,v36,1
G,v36,0
H,v36,2
I,v36,1
J,v36,2
A,v35,3
B,v35,0
C,v35,5
D,v35,0
E,v35,0
F,v35,0
G,v35,3
H,v35,2
I,v35,1
J,v35,1
A,v34,0
B,v34,1
C,v34,3
D,v34,0
E,v34,0
F,v34,0
G,v34,0
H,v34,1
I,v34,0
J,v34,1
A,v33,0
B,v33,0
C,v33,0
D,v33,0
E,v33,0
F,v33,1
G,v33,0
H,v33,0
I,v33,1
