group,variable,value
A,v40,0
B,v40,2
C,v40,0
D,v40,2
E,v40,0
F,v40,1
G,v40,1
H,v40,2
I,v40,1
J,v40,3
A,v39,3
B,v39,2
C,v39,2
D,v39,3
E,v39,1
F,v39,0
G,v39,3
H,v39,4
I,v39,2
J,v39,2
A,v38,2
B,v38,0
C,v38,0
D,v38,0
E,v38,0
F,v38,1
G,v38,0
H,v38,0
I,v38,0
J,v38,1
A,v37,3
B,v37,1
C,v37,1
D,v37,2
E,v37,0
F,v37,0
G,v37,3
H,v37,0
I,v37,0
J,v37,1
A,v36,1
B,v36,0
C,v36,0
D,v36,0
E,v36,1
F,v36,0
G,v36,1
H,v36,0
I,v36,2
J,v36,6
A,v35,0
B,v35,0
C,v35,0
D,v35,0
E,v35,0
F,v35,0
G,v35,0
H,v35,0
I,v35,5
J,v35,2
A,v34,0
B,v34,0
C,v34,0
D,v34,1
E,v34,1
F,v34,0
G,v34,3
H,v34,5
I,v34,0
J,v34,0
A,v33,2
B,v33,2
C,v33,6
D,v33,7
E,v33,6
F,v33,1
G,v33,6
H,v33,9
I,v33,3
J,v33,3
A,v32,4
B,v32,3
C,v32,5
D,v32,0
E,v32,1
F,v32,0
G,v32,1
H,v32,1
I,v32,0
J,v32,0
A,v31,1
B,v31,2
C,v31,1
