group,variable,value
A,v40,3
B,v40,9
C,v40,1
D,v40,0
E,v40,0
F,v40,0
G,v40,1
H,v40,1
I,v40,2
J,v40,2
A,v39,2
B,v39,3
C,v39,4
D,v39,8
E,v39,0
F,v39,1
G,v39,0
H,v39,0
I,v39,0
J,v39,1
A,v38,1
B,v38,1
C,v38,0
D,v38,0
E,v38,1
F,v38,0
G,v38,1
H,v38,0
I,v38,0
J,v38,4
A,v37,2
B,v37,0
C,v37,0
D,v37,1
E,v37,0
F,v37,0
G,v37,1
H,v37,2
I,v37,4
J,v37,2
A,v36,2
B,v36,3
C,v36,2
D,v36,2
E,v36,0
F,v36,1
G,v36,2
H,v36,1
I,v36,1
J,v36,4
A,v35,2
B,v35,0
C,v35,2
D,v35,3
E,v35,1
F,v35,2
G,v35,1
H,v35,0
I,v35,0
J,v35,1
A,v34,5
B,v34,0
C,v34,0
D,v34,2
E,v34,0
F,v34,2
G,v34,1
H,v34,1
I,v34,3
J,v34,0
A,v33,3
B,v33,2
C,v33,3
D,v33,0
E,v33,2
F,v33,0
G,v33,1
H,v33,0
I,v33,0
J,v33,0
A,v32,0
B,v32,0
C,v32,0
D,v32,1
E,v32,3
F,v32,5
G,v32,8
H,v32,2
I,v32,4
