group,variable,value
A,v40,0
B,v40,1
C,v40,1
D,v40,0
E,v40,0
F,v40,1
G,v40,0
H,v40,0
I,v40,3
J,v40,0
A,v39,1
B,v39,2
C,v39,0
D,v39,0
E,v39,0
F,v39,0
G,v39,0
H,v39,1
I,v39,1
J,v39,1
A,v38,2
B,v38,0
C,v38,3
D,v38,1
E,v38,0
F,v38,1
G,v38,4
H,v38,0
I,v38,1
J,v38,0
A,v37,0
B,v37,0
C,v37,0
D,v37,1
E,v37,1
F,v37,2
G,v37,0
H,v37,0
I,v37,1
J,v37,2
A,v36,5
B,v36,1
C,v36,0
D,v36,1
E,v36,7
F,v36,8
G,v36,3
H,v36,5
I,v36,6
J,v36,3
A,v35,4
B,v35,2
C,v35,0
D,v35,2
E,v35,1
F,v35,0
G,v35,3
H,v35,5
I,v35,2
J,v35,5
A,v34,3
B,v34,10
C,v34,3
D,v34,4
E,v34,3
F,v34,1
G,v34,4
H,v34,3
I,v34,5
J,v34,0
A,v33,6
B,v33,5
C,v33,5
D,v33,0
E,v33,0
F,v33,1
G,v33,1
H,v33,0
I,v33,0
J,v33,0
A,v32,5
B,v32,4
C,v32,5
D,v32,2
E,v32,0
F,v32,2
G,v32,0
H,v32,0
I,v32,0
J,v32,0
A,v31,0
B,v31,0
C,v31,0
D,v31,0
E,v31,0
F,v31,2
G,v31,0
H,v31,1
I,v31,0
J,v31,1
