group,variable,value
A,v40,3
B,v40,0
C,v40,2
D,v40,0
E,v40,5
F,v40,7
G,v40,6
H,v40,7
I,v40,2
J,v40,3
A,v39,5
B,v39,2
C,v39,2
D,v39,1
E,v39,1
F,v39,2
G,v39,4
H,v39,1
I,v39,0
J,v39,0
A,v38,1
B,v38,0
C,v38,2
D,v38,1
E,v38,0
F,v38,1
G,v38,2
H,v38,2
I,v38,1
J,v38,5
A,v37,3
B,v37,3
C,v37,1
D,v37,4
E,v37,3
F,v37,2
G,v37,1
H,v37,4
I,v37,4
J,v37,4
A,v36,5
B,v36,1
C,v36,3
D,v36,5
E,v36,11
F,v36,2
G,v36,5
H,v36,7
I,v36,5
J,v36,3
A,v35,7
B,v35,2
C,v35,8
D,v35,6
E,v35,4
F,v35,1
G,v35,2
H,v35,0
I,v35,0
J,v35,1
A,v34,0
B,v34,1
C,v34,3
D,v34,0
E,v34,1
F,v34,0
G,v34,1
H,v34,1
I,v34,1
J,v34,1
A,v33,0
B,v33,0
C,v33,5
D,v33,1
E,v33,1
F,v33,1
G,v33,0
H,v33,0
I,v33,5
J,v33,1
A,v32,1
B,v32,0
C,v32,0
D,v32,0
E,v32,0
F,v32,0
G,v32,0
H,v32,0
