group,variable,value
A,v40,0
B,v40,2
C,v40,1
D,v40,2
E,v40,3
F,v40,0
G,v40,5
H,v40,1
I,v40,5
J,v40,0
A,v39,2
B,v39,3
C,v39,6
D,v39,7
E,v39,3
F,v39,5
G,v39,6
H,v39,5
I,v39,6
J,v39,5
A,v38,5
B,v38,7
C,v38,3
D,v38,1
E,v38,2
F,v38,1
G,v38,2
H,v38,0
I,v38,1
J,v38,2
A,v37,1
B,v37,5
C,v37,3
D,v37,2
E,v37,3
F,v37,0
G,v37,5
H,v37,3
I,v37,5
J,v37,2
A,v36,2
B,v36,0
C,v36,1
D,v36,2
E,v36,1
F,v36,3
G,v36,1
H,v36,2
I,v36,2
J,v36,0
A,v35,0
B,v35,0
C,v35,0
D,v35,0
E,v35,0
F,v35,1
G,v35,1
H,v35,0
I,v35,0
J,v35,0
A,v34,0
B,v34,0
C,v34,0
D,v34,1
E,v34,0
F,v34,0
G,v34,0
H,v34,1
I,v34,0
J,v34,1
A,v33,0
B,v33,1
C,v33,0
D,v33,1
E,v33,1
F,v33,6
G,v33,0
H,v33,0
I,v33,2
J,v33,2
A,v32,0
B,v32,0
C,v32,1
D,v32,0
E,v32,2
F,v32,1
G,v32,1
H,v32,3
I,v32,1
J,v32,1
A,v31,0
B,v31,1
C,v31,1
D,v31,2
E,v31,0
F,v31,0
G,v31,0
H,v31,0
I,v31,0
J,v31,1
A,v30,1
B,v30,0
C,v30,0
D,v30,0
E,v30,0
F,v30,0
G,v30,1
H,v30,0
I,v30,0
J,v30,2
A,v29,0
B,v29,3
C,v29,3
D,v29,0
E,v29,3
F,v29,7
G,v29,4
H,v29,3
I,v29,6
J,v29,6
A,v28,4
B,v28,3
C,v28,4
D,v28,3
E,v28,6
F,v28,2
G,v28,1
H,v28,0
I,v28,2
J,v28,3
A,v27,1
B,v27,3
C,v27,3
D,v27,1
E,v27,5
F,v27,7
G,v27,4
H,v27,4
I,v27,2
J,v27,5
A,v26,3
B,v26,0
C,v26,1
D,v26,9
E,v26,0
F,v26,1
G,v26,3
H,v26,1
