group,variable,value
A,v40,1
B,v40,0
C,v40,1
D,v40,0
E,v40,1
F,v40,0
G,v40,0
H,v40,2
I,v40,1
J,v40,0
A,v39,0
B,v39,1
C,v39,0
D,v39,4
E,v39,1
F,v39,7
G,v39,3
H,v39,5
I,v39,1
J,v39,3
A,v38,5
B,v38,1
C,v38,1
D,v38,1
E,v38,6
F,v38,1
G,v38,1
H,v38,1
I,v38,1
J,v38,0
A,v37,0
B,v37,0
C,v37,1
D,v37,0
E,v37,1
F,v37,2
G,v37,1
H,v37,1
I,v37,0
J,v37,0
A,v36,1
B,v36,2
C,v36,1
D,v36,0
E,v36,0
F,v36,0
G,v36,1
H,v36,1
I,v36,1
J,v36,2
A,v35,3
B,v35,4
C,v35,4
D,v35,3
E,v35,3
F,v35,1
G,v35,2
H,v35,5
I,v35,5
J,v35,6
A,v34,1
B,v34,0
C,v34,0
D,v34,3
E,v34,2
F,v34,1
G,v34,4
H,v34,1
I,v34,0
J,v34,1
A,v33,2
B,v33,0
C,v33,0
D,v33,2
E,v33,1
F,v33,0
G,v33,0
H,v33,0
I,v33,1
J,v33,0
A,v32,1
B,v32,0
C,v32,0
D,v32,0
E,v32,1
F,v32,1
G,v32,1
H,v32,1
I,v32,2
J,v32,1
A,v31,0
B,v31,0
C,v31,0
D,v31,0
E,v31,3
F,v31,2
G,v31,0
H,v31,0
I,v31,1
J,v31,8
A,v30,3
B,v30,2
C,v30,2
D,v30,2
E,v30,5
F,v30,2
G,v30,1
H,v30,2
I,v30,2
J,v30,1
