group,variable,value
A,v40,32
B,v40,24
C,v40,18
D,v40,40
E,v40,38
F,v40,40
G,v40,16
H,v40,35
I,v40,32
J,v40,42
A,v39,20
B,v39,17
C,v39,30
D,v39,34
E,v39,15
F,v39,35
G,v39,38
H,v39,32
I,v39,20
J,v39,22
A,v38,40
B,v38,40
C,v38,27
D,v38,18
E,v38,24
F,v38,18
G,v38,35
H,v38,20
I,v38,27
J,v38,25
A,v37,21
B,v37,20
C,v37,38
D,v37,23
E,v37,27
F,v37,27
G,v37,31
H,v37,24
I,v37,30
J,v37,38
A,v36,30
B,v36,37
C,v36,49
D,v36,35
E,v36,39
F,v36,22
G,v36,28
H,v36,25
I,v36,37
J,v36,40
A,v35,23
B,v35,25
C,v35,32
D,v35,27
E,v35,23
F,v35,34
G,v35,31
H,v35,27
I,v35,141
J,v35,29
A,v34,22
B,v34,20
C,v34,19
D,v34,31
E,v34,22
F,v34,38
G,v34,31
H,v34,28
I,v34,27
J,v34,16
A,v33,27
B,v33,20
C,v33,17
D,v33,28
E,v33,15
F,v33,32
G,v33,21
H,v33,25
I,v33,38
J,v33,58
A,v32,34
B,v32,21
C,v32,31
D,v32,36
E,v32,28
F,v32,33
G,v32,26
H,v32,34
I,v32,22
J,v32,18
A,v31,30
B,v31,27
C,v31,26
D,v31,23
