group,variable,value
A,v40,31
B,v40,41
C,v40,26
D,v40,25
E,v40,23
F,v40,19
G,v40,37
H,v40,39
I,v40,48
J,v40,29
A,v39,51
B,v39,53
C,v39,20
D,v39,37
E,v39,34
F,v39,23
G,v39,20
H,v39,29
I,v39,36
J,v39,33
A,v38,26
B,v38,17
C,v38,26
D,v38,27
E,v38,26
F,v38,25
G,v38,36
H,v38,19
I,v38,26
J,v38,22
A,v37,20
B,v37,75
C,v37,19
D,v37,54
E,v37,22
F,v37,20
G,v37,25
H,v37,30
I,v37,26
J,v37,15
A,v36,32
B,v36,30
C,v36,33
D,v36,32
E,v36,27
F,v36,19
G,v36,42
H,v36,28
I,v36,31
J,v36,21
A,v35,50
B,v35,26
C,v35,30
D,v35,36
E,v35,22
F,v35,22
G,v35,46
H,v35,53
I,v35,55
J,v35,31
A,v34,50
B,v34,33
C,v34,19
D,v34,22
E,v34,32
F,v34,18
G,v34,17
H,v34,54
I,v34,25
J,v34,22
A,v33,49
B,v33,45
C,v33,39
D,v33,40
E,v33,39
F,v33,39
G,v33,43
H,v33,27
I,v33,38
J,v33,30
A,v32,15
B,v32,26
C,v32,28
D,v32,27
E,v32,24
F,v32,28
G,v32,33
H,v32,43
I,v32,26
J,v32,41
A,v31,31
B,v31,26
C,v31,35
D,v31,24
E,v31,23
F,v31,31
G,v31,34
H,v31,24
I,v31,33
J,v31,48
A,v30,34
B,v30,49
C,v30,31
D,v30,24
E,v30,21
F,v30,30
G,v30,18
H,v30,36
I,v30,45
J,v30,29
A,v29,19
B,v29,29
C,v29,20
D,v29,21
E,v29,25
F,v29,30
G,v29,27
H,v29,20
I,v29,20
J,v29,19
A,v28,24
B,v28,22
C,v28,43
D,v28,24
E,v28,26
F,v28,30
G,v28,39
H,v28,39
I,v28,31
J,v28,15
A,v27,26
B,v27,19
C,v27,27
D,v27,24
E,v27,40
F,v27,24
G,v27,40
H,v27,33
I,v27,26
J,v27,31
A,v26,29
B,v26,38
C,v26,33
D,v26,28
E,v26,21
