group,variable,value
A,v40,41
B,v40,31
C,v40,32
D,v40,20
E,v40,20
F,v40,26
G,v40,39
H,v40,22
I,v40,40
J,v40,32
A,v39,40
B,v39,36
C,v39,24
D,v39,22
E,v39,6
F,v39,46
G,v39,50
H,v39,34
I,v39,27
J,v39,48
A,v38,46
B,v38,73
C,v38,24
D,v38,28
E,v38,30
F,v38,31
G,v38,27
H,v38,32
I,v38,40
J,v38,34
A,v37,58
B,v37,30
C,v37,21
D,v37,26
E,v37,46
F,v37,39
G,v37,26
H,v37,65
I,v37,39
J,v37,37
A,v36,23
B,v36,34
C,v36,29
D,v36,57
E,v36,25
F,v36,33
G,v36,28
H,v36,35
I,v36,39
J,v36,33
A,v35,23
B,v35,44
C,v35,31
D,v35,28
E,v35,36
F,v35,20
G,v35,30
H,v35,50
I,v35,33
J,v35,34
A,v34,23
B,v34,43
C,v34,24
D,v34,28
E,v34,173
F,v34,15
G,v34,27
H,v34,29
I,v34,25
J,v34,48
A,v33,26
B,v33,32
C,v33,32
D,v33,34
E,v33,36
F,v33,63
G,v33,23
H,v33,27
I,v33,23
J,v33,36
A,v32,22
B,v32,34
C,v32,18
D,v32,22
E,v32,25
F,v32,41
G,v32,22
H,v32,21
I,v32,24
J,v32,24
A,v31,30
B,v31,69
C,v31,24
D,v31,25
E,v31,34
F,v31,23
G,v31,29
H,v31,24
I,v31,33
J,v31,22
A,v30,40
B,v30,41
C,v30,30
D,v30,32
E,v30,36
